id	overall_score	Ideas	Organization	Style	Conventions	misc_total_words	misc_total_sentences	misc_words_div_sentences	misc_sent_density	misc_ttr	grammar_pct_transitions	grammar_pct_rel_trigrams	grammar_grammar_errors_ltp_by_words	vocab_difficult_words	vocab_proportion_vocab_list[a]	vocab_proportion_vocab_list[accent]	vocab_proportion_vocab_list[abandon]	vocab_proportion_vocab_list[abnormal]	vocab_proportion_vocab_list[abbey]	vocab_proportion_vocab_list[abduct]	vocab_proportion_vocab_list[abate]	vocab_proportion_vocab_list[aback]	vocab_proportion_vocab_list[abbot]	vocab_proportion_vocab_list[abet]	vocab_proportion_vocab_list[abrasion]	vocab_proportion_vocab_list[aberrant]	vocab_proportion_vocab_list[abattoir]	vocab_proportion_vocab_list[abashed]	vocab_proportion_vocab_list[abacus]	vocab_proportion_vocab_list[abalone]	vocab_proportion_vocab_list[abductee]	vocab_proportion_vocab_list[aardvark]	vocab_proportion_vocab_list[abnegate]	vocab_proportion_vocab_list[abaya]	vocab_proportion_vocab_list[abaft]	vocab_proportion_vocab_list[abomasum]	vocab_proportion_vocab_list[abettor]	vocab_proportion_vocab_list[acetal]	vocab_proportion_vocab_list[ablaut]	vocab_proportion_vocab_list[a1]	vocab_proportion_vocab_list[ah]	vocab_proportion_vocab_list[absentminded]	vocab_proportion_vocab_list[aal]	flow_ts_avg_len_sent	flow_ts_num_syllab	flow_ts_avg_sent_per_word	flow_ts_num_polysyllab	flow_ts_num_chars	flow_ts_avg_syllab_per_word	flow_ts_fre	flow_ts_fkg	flow_ts_cli	flow_ts_dcrs	flow_ts_lwf	flow_ts_gf	flow_ts_ari	coherence_nlemma_types	coherence_n_bigram_lemma_types	coherence_n_trigram_lemma_types	coherence_nlemmas	coherence_n_bigram_lemmas	coherence_n_trigram_lemmas	coherence_ncontent_types	coherence_ncontent_tokens	coherence_content_ttr	coherence_nfunction_tokens	coherence_nfunction_types	coherence_function_ttr	coherence_noun_ttr	coherence_determiners	coherence_conjunctions	coherence_prn_noun_ratio
19227	23	3	3	3	3	294	15	19.6	5.66	45.66	0.0374	24.37	0.04421768707482993	13	0.35714285714285715	0.013605442176870748	0.0	0.003401360544217687	0.0	0.006802721088435374	0.003401360544217687	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.6	303	0.06	2	955	1.1	95.91	4.3	2.78	6.24	7.5	7.19	4.4	121	120	119	265	264	263	77	140	0.55	125	44	0.352	1.0	0.0566	0.05283	0.67
19228	12	2	2	2	2	96	5	19.2	5.75	67.82	0.0187	13.45	0.16666666666666666	9	0.40625	0.010416666666666666	0.010416666666666666	0.0	0.010416666666666666	0.010416666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010416666666666666	0.0	0.0	0.0	0.010416666666666666	0.0	0.0	0.0	21.8	111	0.05	2	355	1.3	74.73	8.3	5.8	7.98	11.375	9.18	8.7	59	58	57	87	86	85	36	47	0.766	40	23	0.575	0.875	0.04598	0.04598	0.88
19229	23	3	3	3	3	356	25	14.24	8.36	50.84	0.028	21.85	0.07303370786516854	20	0.2808988764044944	0.02247191011235955	0.008426966292134831	0.011235955056179775	0.0	0.0	0.0028089887640449437	0.0	0.0056179775280898875	0.0	0.0	0.0	0.0	0.0028089887640449437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0028089887640449437	0.0	0.0028089887640449437	0.0	13.9	347	0.07	7	1145	1.2	91.21	4.0	3.82	7.15	6.428571428571429	5.83	4.0	152	151	150	299	298	297	111	173	0.6416	126	41	0.3254	0.561	0.11037	0.05017	0.41
19230	13	2	2	2	2	141	15	9.4	13.76	52.29	0.0093	10.08	0.04964539007092199	3	0.3191489361702128	0.0	0.0	0.0070921985815602835	0.0070921985815602835	0.0	0.0	0.0	0.0	0.0070921985815602835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.9	124	0.1	1	401	1.1	103.73	1.3	0.9	6.3	4.555555555555555	3.96	0.9	57	56	55	109	108	107	38	64	0.5938	45	19	0.4222	0.6	0.05505	0.02752	0.53
19231	11	2	2	1	2	107	2	53.5	2.02	53.54	0.028	4.2	0.07476635514018691	4	0.3925233644859813	0.018691588785046728	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009345794392523364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009345794392523364	0.0	0.0	0.009345794392523364	99.0	110	0.01	0	353	1.1	13.29	36.0	4.09	10.46	49.5	39.6	44.9	53	52	51	99	98	97	26	48	0.5417	51	27	0.5294	0.625	0.05051	0.06061	0.12
19232	17	2	3	2	2	194	7	27.714285714285715	4.12	55.88	0.0093	14.29	0.07731958762886598	14	0.3711340206185567	0.005154639175257732	0.0	0.005154639175257732	0.0	0.0	0.0	0.005154639175257732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005154639175257732	0.0	0.0	0.005154639175257732	24.1	205	0.04	2	661	1.2	80.85	8.0	4.94	7.54	13.0	9.88	9.1	95	94	93	170	169	168	66	106	0.6226	64	29	0.4531	0.5	0.05294	0.05294	0.13
19233	18	2	2	2	3	228	23	9.91304347826087	13.29	50.87	0.028	15.13	0.043859649122807015	7	0.33771929824561403	0.008771929824561403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0043859649122807015	0.0	12.4	213	0.08	0	699	1.2	92.73	3.4	3.41	5.16	5.25	4.96	3.8	88	87	86	173	172	171	47	87	0.5402	86	41	0.4767	1.0	0.08092	0.03468	3.67
19234	17	3	2	2	2	236	16	14.75	8.08	49.49	0.0093	12.61	0.07203389830508475	13	0.3135593220338983	0.00847457627118644	0.00847457627118644	0.01694915254237288	0.0	0.00423728813559322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00423728813559322	0.0	0.00847457627118644	0.00423728813559322	12.3	234	0.08	6	749	1.2	92.83	3.4	2.77	6.01	3.333333333333333	5.53	2.6	98	97	96	198	197	196	63	114	0.5526	84	35	0.4167	0.625	0.04545	0.04545	0.56
19236	16	2	2	2	2	276	12	23.0	4.8	43.6	0.0187	24.37	0.07246376811594203	12	0.3188405797101449	0.010869565217391304	0.0036231884057971015	0.0036231884057971015	0.0036231884057971015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0036231884057971015	0.0	0.0	0.0036231884057971015	22.7	294	0.04	8	933	1.2	82.27	7.4	4.07	6.34	17.666666666666668	9.24	7.5	109	108	107	250	249	248	67	123	0.5447	127	42	0.3307	0.7	0.104	0.052	0.7
19237	23	3	3	3	3	204	17	12.0	9.6	63.28	0.0374	15.13	0.00980392156862745	14	0.43137254901960786	0.0392156862745098	0.004901960784313725	0.00980392156862745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004901960784313725	0.004901960784313725	0.0	12.5	210	0.08	6	690	1.2	92.63	3.4	3.58	6.96	10.6	5.69	3.4	112	111	110	177	176	175	72	104	0.6923	73	40	0.5479	0.8333	0.0791	0.05085	1.5
19238	20	3	3	2	3	249	22	11.318181818181818	11.28	52.31	0.0374	15.97	0.040160642570281124	20	0.26907630522088355	0.020080321285140562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004016064257028112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004016064257028112	0.0	0.0	0.0	10.2	247	0.1	6	791	1.3	86.5	3.7	3.34	6.43	4.666666666666667	4.49	3.0	102	101	100	195	194	193	67	110	0.6091	85	35	0.4118	0.5349	0.09231	0.01026	0.05
19239	19	3	3	2	3	260	22	11.818181818181818	9.57	47.39	0.0093	20.17	0.038461538461538464	19	0.3346153846153846	0.03076923076923077	0.0038461538461538464	0.0038461538461538464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0038461538461538464	0.0	0.0	13.4	277	0.07	3	900	1.2	91.71	3.8	4.23	6.31	4.666666666666667	5.71	3.9	109	108	107	230	229	228	70	119	0.5882	111	39	0.3514	0.8	0.09565	0.04348	0.8
19240	16	2	2	2	3	243	12	20.25	5.38	52.47	0.0374	21.85	0.03292181069958848	8	0.3950617283950617	0.0205761316872428	0.0	0.0	0.00411522633744856	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00411522633744856	0.0	20.3	263	0.05	6	831	1.2	84.71	6.5	3.83	6.27	10.6	8.48	6.3	117	116	115	223	222	221	76	106	0.717	117	41	0.3504	0.7647	0.08072	0.03587	0.59
19241	16	2	2	2	2	303	25	12.12	9.84	53.15	0.0654	26.89	0.0231023102310231	26	0.36303630363036304	0.013201320132013201	0.0033003300330033004	0.006600660066006601	0.0	0.0033003300330033004	0.0	0.0	0.0	0.006600660066006601	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.7	330	0.08	10	1088	1.3	83.96	4.7	5.55	6.88	4.0	6.34	5.1	135	134	133	254	253	252	86	137	0.6277	117	49	0.4188	0.5185	0.08661	0.03543	0.33
19242	17	2	3	2	2	231	9	25.666666666666668	4.81	51.34	0.028	11.76	0.1038961038961039	15	0.29004329004329005	0.017316017316017316	0.0	0.004329004329004329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004329004329004329	0.0	36.6	223	0.03	4	735	1.2	68.17	12.8	5.18	8.04	17.666666666666668	14.86	15.8	96	95	94	187	186	185	68	115	0.5913	72	28	0.3889	0.4595	0.05882	0.04813	0.3
19243	24	3	3	3	3	355	23	15.434782608695652	7.52	52.94	0.0935	26.89	0.05352112676056338	33	0.3380281690140845	0.02535211267605634	0.0028169014084507044	0.008450704225352112	0.0	0.0028169014084507044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0028169014084507044	0.0	0.005633802816901409	0.0	13.9	390	0.07	11	1307	1.3	82.75	5.2	5.97	6.65	7.666666666666666	6.61	5.6	162	161	160	306	305	304	112	172	0.6512	134	50	0.3731	0.6667	0.0719	0.03595	0.54
19244	19	2	3	3	3	199	24	8.291666666666666	13.79	54.02	0.0467	10.08	0.06532663316582915	11	0.36683417085427134	0.05025125628140704	0.0	0.005025125628140704	0.005025125628140704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.6	202	0.13	5	670	1.2	97.6	1.5	1.87	5.83	3.0	3.96	0.5	94	93	92	174	173	172	62	120	0.5167	54	32	0.5926	1.0	0.06897	0.02874	1.75
19245	16	2	2	2	2	116	5	23.2	4.63	61.11	0.0187	12.61	0.06896551724137931	10	0.43103448275862066	0.008620689655172414	0.0	0.008620689655172414	0.0	0.0	0.0	0.0	0.0	0.008620689655172414	0.008620689655172414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008620689655172414	0.0	0.0	0.0	21.6	139	0.05	7	443	1.3	74.93	8.2	6.09	7.05	14.0	10.12	8.7	66	65	64	108	107	106	35	55	0.6364	53	31	0.5849	0.7	0.11111	0.03704	0.1
19246	15	2	2	2	2	125	2	62.5	1.74	60.87	0.0093	11.76	0.128	9	0.408	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	114.0	139	0.01	5	428	1.2	-10.4	43.0	5.13	11.78	55.0	46.3	53.2	70	69	68	115	114	113	46	63	0.7302	52	24	0.4615	0.7143	0.08696	0.01739	0.14
19247	13	1	2	2	2	124	8	15.5	6.9	58.62	0.0374	12.61	0.07258064516129033	7	0.4596774193548387	0.024193548387096774	0.0	0.016129032258064516	0.008064516129032258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.5	141	0.07	2	492	1.2	90.6	4.2	6.31	5.72	6.428571428571429	6.49	5.8	68	67	66	116	115	114	36	55	0.6545	61	32	0.5246	0.8	0.03448	0.02586	0.4
19248	21	3	3	3	3	292	16	18.25	5.9	47.6	0.0654	21.85	0.04452054794520548	15	0.3801369863013699	0.003424657534246575	0.003424657534246575	0.010273972602739725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003424657534246575	0.0	18.0	331	0.06	10	1041	1.2	87.05	5.6	4.29	5.93	6.428571428571429	7.5	5.8	129	128	127	271	270	269	85	128	0.6641	143	44	0.3077	0.8	0.06642	0.0369	2.1
19249	15	1	2	2	3	136	6	22.666666666666668	4.69	62.5	0.0187	6.72	0.051470588235294115	7	0.47058823529411764	0.014705882352941176	0.014705882352941176	0.022058823529411766	0.007352941176470588	0.0	0.0	0.0	0.0	0.007352941176470588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.3	149	0.05	3	517	1.2	83.7	6.9	5.8	6.54	13.25	9.15	8.3	80	79	78	128	127	126	48	69	0.6957	59	32	0.5424	0.8571	0.03906	0.05469	0.43
19250	23	3	3	3	3	287	23	12.478260869565217	9.13	47.22	0.0467	20.17	0.04529616724738676	19	0.3344947735191638	0.010452961672473868	0.003484320557491289	0.006968641114982578	0.006968641114982578	0.003484320557491289	0.0	0.0	0.0	0.0	0.0	0.003484320557491289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003484320557491289	0.0	0.006968641114982578	0.0	11.0	306	0.09	11	942	1.2	94.15	2.9	2.36	6.19	5.0	5.03	1.7	119	118	117	252	251	250	78	148	0.527	104	41	0.3942	0.7647	0.06746	0.04365	0.47
19251	11	2	2	1	2	156	14	11.142857142857142	10.29	44.85	0.0187	10.92	0.07692307692307693	2	0.3141025641025641	0.00641025641025641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00641025641025641	0.0	0.0	0.0	0.0	0.0	0.0	10.5	149	0.1	2	458	1.1	103.12	1.5	-0.09	5.43	4.2	4.2	-0.4	61	60	59	136	135	134	35	70	0.5	66	26	0.3939	0.6667	0.125	0.05147	0.17
19253	16	2	2	2	2	130	6	21.666666666666668	5.56	60.19	0.0	7.56	0.03076923076923077	12	0.35384615384615387	0.023076923076923078	0.007692307692307693	0.007692307692307693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007692307692307693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.4	129	0.05	2	416	1.2	83.59	6.9	4.06	8.09	10.2	9.31	7.6	65	64	63	108	107	106	37	52	0.7115	56	28	0.5	0.8125	0.06481	0.03704	0.25
19254	10	0	2	2	2	149	11	13.545454545454545	8.66	64.57	0.028	11.76	0.06711409395973154	17	0.3825503355704698	0.04697986577181208	0.006711409395973154	0.013422818791946308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006711409395973154	0.0	11.5	169	0.09	7	550	1.3	85.18	4.2	5.66	7.56	4.0	6.49	4.7	82	81	80	127	126	125	53	79	0.6709	48	29	0.6042	0.7857	0.0315	0.02362	0.07
19255	15	2	2	3	2	124	14	8.857142857142858	16.28	66.28	0.0093	8.4	0.0967741935483871	8	0.3387096774193548	0.016129032258064516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.6	109	0.09	0	352	1.3	86.1	3.9	2.82	7.32	4.75	4.24	3.4	57	56	55	86	85	84	31	48	0.6458	38	26	0.6842	0.8	0.04651	0.04651	0.6
19256	16	2	2	2	2	285	23	12.391304347826088	8.91	52.71	0.028	21.01	0.12982456140350876	20	0.3333333333333333	0.03508771929824561	0.007017543859649123	0.0035087719298245615	0.007017543859649123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0035087719298245615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0035087719298245615	12.8	311	0.08	4	1027	1.2	92.32	3.6	4.39	6.68	6.285714285714286	5.75	3.9	136	135	134	258	257	256	93	150	0.62	108	43	0.3981	0.8	0.0969	0.03876	1.2
19257	16	2	2	2	2	147	9	16.333333333333332	6.57	54.01	0.0374	11.76	0.08843537414965986	10	0.4421768707482993	0.013605442176870748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006802721088435374	0.0	0.0	0.0	17.0	158	0.06	2	507	1.2	88.06	5.2	3.59	6.22	7.666666666666666	7.09	4.6	74	73	72	137	136	135	44	72	0.6111	65	30	0.4615	0.75	0.05109	0.0438	2.25
19258	21	3	3	3	3	224	27	8.296296296296296	15.0	55.56	0.0187	14.29	0.08928571428571429	16	0.3080357142857143	0.017857142857142856	0.0	0.004464285714285714	0.0	0.0	0.004464285714285714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004464285714285714	0.004464285714285714	9.8	220	0.1	8	770	1.2	95.37	2.4	4.9	6.98	5.111111111111111	4.37	4.0	100	99	98	180	179	178	71	107	0.6636	73	29	0.3973	0.8462	0.05	0.01111	0.46
19259	15	2	2	2	2	153	10	15.3	7.09	63.83	0.0467	13.45	0.0915032679738562	8	0.5032679738562091	0.013071895424836602	0.006535947712418301	0.0	0.0	0.0	0.0	0.0	0.006535947712418301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.5	168	0.06	4	538	1.2	87.55	5.4	4.12	6.42	6.428571428571429	7.29	5.4	90	89	88	141	140	139	51	70	0.7286	71	39	0.5493	1.0	0.08511	0.04965	0.89
19260	18	2	2	2	3	169	13	13.0	8.72	53.69	0.0187	16.81	0.029585798816568046	11	0.3609467455621302	0.023668639053254437	0.011834319526627219	0.01775147928994083	0.011834319526627219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.5	183	0.09	4	595	1.2	93.64	3.1	3.92	6.43	5.625	4.87	3.1	80	79	78	149	148	147	48	83	0.5783	66	32	0.4848	0.7692	0.09396	0.0604	0.38
19261	17	2	2	2	3	316	18	17.555555555555557	6.27	45.3	0.028	21.01	0.08544303797468354	16	0.31962025316455694	0.0189873417721519	0.0031645569620253164	0.0	0.0	0.0	0.0	0.0031645569620253164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006329113924050633	0.0	15.9	341	0.06	5	1123	1.2	89.18	4.8	4.52	5.91	6.285714285714286	6.64	5.0	130	129	128	287	286	285	75	130	0.5769	157	55	0.3503	0.4545	0.08362	0.03833	0.15
19262	17	2	2	2	3	294	14	21.0	5.51	46.46	0.028	16.81	0.07482993197278912	19	0.3129251700680272	0.003401360544217687	0.0	0.0	0.0	0.003401360544217687	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.1	308	0.05	5	1033	1.2	83.9	6.8	5.46	6.74	10.4	8.91	8.3	118	117	116	254	253	252	76	125	0.608	129	42	0.3256	0.3659	0.0748	0.0315	0.68
19263	19	2	3	3	3	237	13	18.23076923076923	6.22	54.07	0.028	21.85	0.029535864978902954	20	0.37130801687763715	0.04219409282700422	0.008438818565400843	0.008438818565400843	0.0	0.004219409282700422	0.004219409282700422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.1	252	0.06	7	782	1.2	88.97	4.8	3.36	6.78	6.714285714285714	7.4	4.2	113	112	111	209	208	207	66	101	0.6535	108	47	0.4352	1.0	0.07656	0.03349	0.75
19264	11	1	2	1	2	150	6	25.0	4.38	59.85	0.0187	8.4	0.08	10	0.41333333333333333	0.02666666666666667	0.0	0.006666666666666667	0.0	0.0	0.006666666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006666666666666667	0.0	22.3	161	0.04	3	523	1.2	82.68	7.3	5.0	6.86	7.833333333333334	9.22	8.1	82	81	80	137	136	135	50	76	0.6579	61	32	0.5246	1.0	0.05839	0.08759	1.14
19265	19	3	2	3	3	299	20	14.95	7.33	42.12	0.0374	15.97	0.03678929765886288	19	0.2976588628762542	0.026755852842809364	0.0	0.0	0.0	0.0	0.0	0.0033444816053511705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0033444816053511705	14.4	322	0.07	5	1024	1.2	90.7	4.2	3.36	6.03	6.142857142857143	6.2	3.4	115	114	113	273	272	271	74	134	0.5522	139	41	0.295	1.0	0.06593	0.03297	3.0
19266	24	3	3	3	3	392	22	17.818181818181817	6.45	43.4	0.0374	29.41	0.05102040816326531	26	0.28316326530612246	0.02806122448979592	0.002551020408163265	0.007653061224489796	0.002551020408163265	0.0	0.002551020408163265	0.0	0.00510204081632653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002551020408163265	15.4	425	0.06	10	1440	1.3	81.22	5.8	6.2	6.59	5.875	7.1	6.3	148	147	146	341	340	339	101	206	0.4903	135	47	0.3481	0.4595	0.04692	0.04985	0.05
19267	18	3	3	2	1	394	21	18.761904761904763	6.36	48.18	0.0467	19.33	0.06598984771573604	33	0.26649746192893403	0.030456852791878174	0.0025380710659898475	0.005076142131979695	0.007614213197969543	0.0	0.0	0.0025380710659898475	0.0	0.0	0.0	0.0	0.0025380710659898475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007614213197969543	0.0	0.0	0.0025380710659898475	20.3	454	0.05	19	1454	1.4	67.79	8.8	7.49	7.47	10.6	9.11	9.8	159	158	157	330	329	328	121	215	0.5628	115	38	0.3304	0.3571	0.06061	0.04545	0.14
19268	17	3	2	2	2	186	10	18.6	5.71	55.43	0.028	13.45	0.053763440860215055	16	0.34946236559139787	0.021505376344086023	0.005376344086021506	0.005376344086021506	0.005376344086021506	0.0	0.0	0.005376344086021506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005376344086021506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	202	0.06	4	692	1.2	88.06	5.2	5.33	7.73	7.5	7.51	6.2	97	96	95	175	174	173	66	87	0.7586	88	31	0.3523	1.0	0.09714	0.06286	0.67
19270	22	3	3	3	3	268	10	26.8	4.29	56.22	0.0561	19.33	0.0708955223880597	31	0.34701492537313433	0.022388059701492536	0.014925373134328358	0.0037313432835820895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.7	284	0.04	12	972	1.3	72.8	9.0	8.07	8.22	11.8	10.42	11.9	131	130	129	233	232	231	86	146	0.589	87	45	0.5172	0.5	0.0515	0.04292	0.14
19271	24	3	3	3	3	231	12	19.25	6.42	64.17	0.0467	13.45	0.03896103896103896	24	0.36796536796536794	0.030303030303030304	0.012987012987012988	0.012987012987012988	0.012987012987012988	0.004329004329004329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008658008658008658	0.0	22.4	241	0.04	14	854	1.3	74.12	8.5	9.17	8.45	12.0	10.52	12.2	120	119	118	187	186	185	83	124	0.6694	63	37	0.5873	0.4286	0.06417	0.04813	0.11
19272	16	2	2	2	2	149	9	16.555555555555557	7.14	64.29	0.0374	14.29	0.026845637583892617	9	0.4161073825503356	0.04697986577181208	0.006711409395973154	0.006711409395973154	0.006711409395973154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006711409395973154	0.0	15.8	159	0.06	10	509	1.3	80.82	5.9	4.81	6.43	8.666666666666666	8.22	5.5	81	80	79	126	125	124	51	67	0.7612	59	30	0.5085	1.0	0.0873	0.06349	0.09
19273	22	3	3	3	3	253	14	18.071428571428573	6.45	56.22	0.0374	23.53	0.019762845849802372	27	0.39920948616600793	0.0	0.0	0.007905138339920948	0.007905138339920948	0.0	0.0	0.003952569169960474	0.0	0.003952569169960474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003952569169960474	0.0	15.5	287	0.06	15	895	1.3	81.12	5.8	5.33	6.95	6.857142857142857	8.04	5.7	122	121	120	217	216	215	83	122	0.6803	95	39	0.4105	0.6538	0.10599	0.03687	0.19
