id	overall_score	total_words	total_sentences	words_div_sentences	sent_density	pct_transitions	pct_rel_trigrams	grammar_errors_ltp_by_words	difficult_words	proportion_vocab_list[a]_total_words	proportion_vocab_list[a]_headwords	proportion_vocab_list[accent]_total_words	proportion_vocab_list[accent]_headwords	proportion_vocab_list[abandon]_total_words	proportion_vocab_list[abandon]_headwords	proportion_vocab_list[abnormal]_total_words	proportion_vocab_list[abnormal]_headwords	proportion_vocab_list[abbey]_total_words	proportion_vocab_list[abbey]_headwords	proportion_vocab_list[abduct]_total_words	proportion_vocab_list[abduct]_headwords	proportion_vocab_list[abate]_total_words	proportion_vocab_list[abate]_headwords	proportion_vocab_list[aback]_total_words	proportion_vocab_list[aback]_headwords	proportion_vocab_list[abbot]_total_words	proportion_vocab_list[abbot]_headwords	proportion_vocab_list[abet]_total_words	proportion_vocab_list[abet]_headwords	proportion_vocab_list[abrasion]_total_words	proportion_vocab_list[abrasion]_headwords	proportion_vocab_list[aberrant]_total_words	proportion_vocab_list[aberrant]_headwords	proportion_vocab_list[abattoir]_total_words	proportion_vocab_list[abattoir]_headwords	proportion_vocab_list[abashed]_total_words	proportion_vocab_list[abashed]_headwords	proportion_vocab_list[abacus]_total_words	proportion_vocab_list[abacus]_headwords	proportion_vocab_list[abalone]_total_words	proportion_vocab_list[abalone]_headwords	proportion_vocab_list[abductee]_total_words	proportion_vocab_list[abductee]_headwords	proportion_vocab_list[aardvark]_total_words	proportion_vocab_list[aardvark]_headwords	proportion_vocab_list[abnegate]_total_words	proportion_vocab_list[abnegate]_headwords	proportion_vocab_list[abaya]_total_words	proportion_vocab_list[abaya]_headwords	proportion_vocab_list[abaft]_total_words	proportion_vocab_list[abaft]_headwords	proportion_vocab_list[abomasum]_total_words	proportion_vocab_list[abomasum]_headwords	proportion_vocab_list[abettor]_total_words	proportion_vocab_list[abettor]_headwords	proportion_vocab_list[acetal]_total_words	proportion_vocab_list[acetal]_headwords	proportion_vocab_list[ablaut]_total_words	proportion_vocab_list[ablaut]_headwords	proportion_vocab_list[a1]_total_words	proportion_vocab_list[a1]_headwords	proportion_vocab_list[ah]_total_words	proportion_vocab_list[ah]_headwords	proportion_vocab_list[absentminded]_total_words	proportion_vocab_list[absentminded]_headwords	proportion_vocab_list[aal]_total_words	proportion_vocab_list[aal]_headwords	unique_words	ttrr	num_types	flesch_reading_ease	flesch_kincaid_grade	smog_index	automated_readability_index	coleman_liau_index	linsear_write_formula	dale_chall_readability_score	text_standard	spache_readability	reading_time	crawford	wiener_sachtextformel	monosyllabcount	polysyllabcount	letter_count	char_count	sentence_count	lexicon_count	syllable_count	ts_avg_len_sent	ts_avg_sent_per_word	ts_avg_syllab_per_word	nlemma_types	n_bigram_lemma_types	n_trigram_lemma_types	nlemmas	n_bigram_lemmas	n_trigram_lemmas	ncontent_types	ncontent_tokens	content_ttr	nfunction_tokens	nfunction_types	function_ttr	nouns_total	nouns_unique	ttr_nouns	determiners_unique	determiners_per_words	determiners_total	conjunctions_unique	conjunctions_total	conjunctions_per_words	pronouns_unique	pronouns_total	pronouns_density	pronouns_noun_ratio
24	11	673	39	17.256410256410255	6.77	0.0467	48.74	0.017830609212481426	69	0.24071322436849926	0.02362549219775412	0.03417533432392273	0.003610675039246468	0.017830609212481426	0.0020408163265306124	0.0014858841010401188	0.00020554984583761563	0.0029717682020802376	0.00046565774155995343	0.0014858841010401188	0.00024378352023403217	0.0029717682020802376	0.0005436259853220984	0.0014858841010401188	0.0002924831822170225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0029717682020802376	8.924985496898568e-05	0.0014858841010401188	0.00510204081632653	0.0029717682020802376	0.00033090668431502316	0.0	0.0	42.36	0.42	244	71.75	7.3	10.5	9.2	8.7	8.857142857142858	7.13	9.0	4.218744343891402	39.05	2.4	4.077417299800063	391	56	2533	2658	34	559	807	16.4	0.06	1.4	244	243	242	576	575	574	176	334	0.5269	242	68	0.281	75	35	0.4667	1	0.07292	42	3	17	0.02951	3	12	0.02083	0.16
25	8	325	16	20.3125	5.41	0.028	31.09	0.015384615384615385	33	0.3046153846153846	0.014437800787516407	0.024615384615384615	0.0012558869701726845	0.015384615384615385	0.0008503401360544217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003076923076923077	0.00016545334215751158	0.003076923076923077	0.0008703220191470844	43.92	0.44	130	69.82	8.1	11.5	9.9	9.4	9.0	6.75	9.0	4.389663182593856	20.29	2.5	4.966235665529011	206	34	1347	1381	16	293	420	18.3	0.05	1.4	130	129	128	296	295	294	87	160	0.5437	136	43	0.3162	29	14	0.4828	1	0.09459	28	2	10	0.03378	2	16	0.05405	0.55
26	9	429	22	19.5	6.06	0.0467	24.37	0.030303030303030304	39	0.29836829836829837	0.018667055563657577	0.02564102564102564	0.001726844583987441	0.002331002331002331	0.00017006802721088434	0.0	0.0	0.0	0.0	0.0	0.0	0.002331002331002331	0.0002718129926610492	0.002331002331002331	0.0002924831822170225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004662004662004662	0.00033090668431502316	0.002331002331002331	0.0008703220191470844	46.01	0.46	167	66.88	9.2	11.1	10.7	8.12	10.166666666666666	7.41	10.0	4.756549019607842	24.17	2.3	4.41020588235294	265	33	1575	1645	17	360	491	21.2	0.05	1.4	167	166	165	363	362	361	113	194	0.5825	169	54	0.3195	59	27	0.4576	1	0.05785	21	2	15	0.04132	2	8	0.02204	0.14
27	4	142	7	20.285714285714285	5.74	0.0093	15.13	0.09154929577464789	11	0.3591549295774648	0.007437654951144816	0.014084507042253521	0.0003139717425431711	0.0	0.0	0.0	0.0	0.007042253521126761	0.00023282887077997672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007042253521126761	0.00016545334215751158	0.007042253521126761	0.0008703220191470844	54.92	0.55	67	76.56	7.6	10.1	9.4	7.43	11.2	7.52	8.0	4.447333333333333	7.8	2.0	3.1961666666666666	94	9	511	531	6	120	158	20.0	0.05	1.3	67	66	65	122	121	120	39	64	0.6094	58	28	0.4828	24	13	0.5417	1	0.05738	7	1	1	0.0082	1	2	0.01639	0.08
28	9	407	28	14.535714285714286	7.71	0.0374	35.29	0.05405405405405406	37	0.31203931203931207	0.0185212191920665	0.06388206388206388	0.004081632653061225	0.007371007371007371	0.0005102040816326531	0.002457002457002457	0.00020554984583761563	0.0	0.0	0.002457002457002457	0.00024378352023403217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004914004914004914	8.924985496898568e-05	0.0	0.0	0.002457002457002457	0.00016545334215751158	0.0	0.0	51.24	0.51	186	74.39	6.3	9.8	7.6	8.52	7.0	6.86	7.0	3.6751965811965808	24.78	1.8	3.4177158119658113	271	35	1639	1687	26	360	489	13.8	0.07	1.4	186	185	184	363	362	361	128	216	0.5926	147	58	0.3946	46	21	0.4565	1	0.0551	20	2	15	0.04132	2	21	0.05785	0.46
29	9	432	23	18.782608695652176	6.1	0.0467	38.66	0.037037037037037035	39	0.25925925925925924	0.01633367361820038	0.03935185185185185	0.0026687598116169543	0.009259259259259259	0.0006802721088435374	0.0023148148148148147	0.00020554984583761563	0.0023148148148148147	0.00023282887077997672	0.0023148148148148147	0.00024378352023403217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0023148148148148147	0.0007716049382716049	0.0	0.0	0.0	0.0	0.0	0.0	0.0023148148148148147	0.00016545334215751158	0.0	0.0	42.18	0.42	159	71.24	7.5	10.0	8.5	7.89	10.5	6.69	8.0	4.120815853957364	24.86	2.2	3.44538167115903	265	32	1628	1692	22	371	519	16.9	0.06	1.4	159	158	157	377	376	375	105	190	0.5526	187	54	0.2888	47	20	0.4255	1	0.06897	26	2	9	0.02387	2	13	0.03448	0.28
30	8	285	15	19.0	5.68	0.0093	30.25	0.0035087719298245615	25	0.3333333333333333	0.013854455301152107	0.028070175438596492	0.0012558869701726845	0.0035087719298245615	0.00017006802721088434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0035087719298245615	0.00016545334215751158	0.0035087719298245615	0.0008703220191470844	45.83	0.46	121	69.72	8.1	11.4	9.1	8.36	10.5	6.7	9.0	4.263933018343524	17.11	2.4	4.3831080600333525	186	29	1135	1165	14	257	364	18.4	0.05	1.4	121	120	119	264	263	262	78	142	0.5493	122	43	0.3525	33	14	0.4242	1	0.03788	10	2	9	0.03409	2	12	0.04545	0.36
31	10	574	34	16.88235294117647	7.02	0.028	38.66	0.020905923344947737	63	0.2787456445993031	0.02333381945457197	0.03832752613240418	0.003453689167974882	0.008710801393728223	0.0008503401360544217	0.003484320557491289	0.00041109969167523125	0.005226480836236934	0.0006984866123399302	0.0017421602787456446	0.00024378352023403217	0.0017421602787456446	0.0002718129926610492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006968641114982578	0.0006618133686300463	0.0017421602787456446	0.0008703220191470844	46.69	0.47	226	71.85	7.3	10.6	8.0	7.36	15.25	7.19	8.0	4.281777907656341	31.32	2.2	3.7385487142022207	350	49	2031	2132	29	472	660	16.3	0.06	1.4	226	225	224	484	483	482	169	272	0.6213	212	57	0.2689	54	33	0.6111	1	0.06405	31	2	18	0.03719	2	12	0.02479	0.22
32	10	588	36	16.333333333333332	7.21	0.028	36.97	0.01870748299319728	50	0.26360544217687076	0.022604637596616597	0.03741496598639456	0.003453689167974882	0.01020408163265306	0.0010204081632653062	0.0017006802721088435	0.00020554984583761563	0.0017006802721088435	0.00023282887077997672	0.0017006802721088435	0.00024378352023403217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003401360544217687	0.00033090668431502316	0.0	0.0	43.29	0.43	216	73.27	6.7	10.4	7.8	7.82	8.571428571428571	6.49	8.0	3.815165558019216	33.45	2.3	3.8080845528455285	343	54	2180	2277	33	492	708	14.9	0.07	1.4	216	215	214	499	498	497	154	282	0.5461	217	62	0.2857	82	39	0.4756	1	0.06012	30	2	18	0.03607	2	19	0.03808	0.23
33	6	191	12	15.916666666666666	7.19	0.0093	21.85	0.03664921465968586	23	0.39267015706806285	0.01093772786933061	0.03664921465968586	0.001098901098901099	0.0	0.0	0.005235602094240838	0.00020554984583761563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010471204188481676	0.00033090668431502316	0.0	0.0	59.28	0.59	99	74.29	6.4	10.1	6.7	7.36	6.0	7.45	7.0	3.985681137724551	11.03	2.0	3.167914570858283	122	18	727	751	12	167	235	13.9	0.07	1.4	99	98	97	167	166	165	65	99	0.6566	68	34	0.5	31	22	0.7097	1	0.08383	14	2	5	0.02994	2	1	0.00599	0.03
34	8	416	26	16.0	7.03	0.0187	38.66	0.04326923076923077	35	0.28365384615384615	0.01720869184774683	0.021634615384615384	0.00141287284144427	0.016826923076923076	0.0011904761904761906	0.002403846153846154	0.00020554984583761563	0.004807692307692308	0.00046565774155995343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002403846153846154	4.462492748449284e-05	0.0	0.0	0.007211538461538462	0.0004963600264725347	0.002403846153846154	0.0008703220191470844	44.86	0.45	166	81.53	5.6	8.3	5.8	5.56	11.2	7.09	6.0	3.7972417127071822	22.28	1.4	2.1383145488029465	294	20	1463	1517	24	362	453	15.1	0.07	1.3	166	165	164	370	369	368	119	195	0.6103	175	47	0.2686	39	25	0.641	1	0.11351	42	2	13	0.03514	2	14	0.03784	0.36
35	9	473	33	14.333333333333334	7.84	0.0374	34.45	0.008456659619450317	32	0.27061310782241016	0.018667055563657577	0.02959830866807611	0.002197802197802198	0.008456659619450317	0.0006802721088435374	0.0021141649048625794	0.00020554984583761563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0021141649048625794	0.00510204081632653	0.0	0.0	0.0021141649048625794	0.0008703220191470844	39.19	0.39	165	75.71	5.8	9.9	6.2	7.18	7.375	5.98	7.0	3.269980189302223	27.48	1.9	2.999131396287329	305	46	1805	1871	33	413	582	12.5	0.08	1.4	165	164	163	421	420	419	112	235	0.4766	186	53	0.2849	45	20	0.4444	1	0.08551	36	2	7	0.01663	2	13	0.03088	0.29
36	10	637	24	26.541666666666668	4.39	0.0654	34.45	0.012558869701726845	67	0.25588697017268447	0.023771328569345194	0.03767660910518053	0.0037676609105180532	0.02040816326530612	0.002210884353741497	0.0	0.0	0.0	0.0	0.0015698587127158557	0.00024378352023403217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0031397174254317113	0.0006798096532970768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015698587127158557	0.00016545334215751158	0.0	0.0	43.69	0.44	239	65.46	9.7	11.3	11.3	8.48	7.571428571428571	7.26	8.0	5.08634963099631	36.34	2.6	4.361542189421893	385	49	2378	2474	24	542	767	22.6	0.04	1.4	239	238	237	547	546	545	173	269	0.6431	278	66	0.2374	102	44	0.4314	1	0.06581	36	2	13	0.02377	2	24	0.04388	0.24
37	12	554	31	17.870967741935484	6.31	0.0654	42.86	0.05776173285198556	49	0.30144404332129965	0.024354674055709492	0.036101083032490974	0.0031397174254317113	0.005415162454873646	0.0005102040816326531	0.005415162454873646	0.0006166495375128469	0.0018050541516245488	0.00023282887077997672	0.0018050541516245488	0.00024378352023403217	0.0	0.0	0.0	0.0	0.0018050541516245488	0.00031289111389236547	0.0018050541516245488	0.00033534540576794097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005415162454873646	0.0004963600264725347	0.0	0.0	47.66	0.48	234	80.31	6.1	9.4	7.6	7.36	10.5	7.03	8.0	3.996124590163934	31.83	1.8	2.98550387978142	372	36	2100	2167	30	488	647	16.3	0.06	1.3	234	233	232	491	490	489	176	285	0.6175	206	58	0.2816	54	29	0.537	1	0.07943	39	3	15	0.03055	3	10	0.02037	0.19
38	8	379	17	22.294117647058822	4.83	0.0093	36.13	0.044854881266490766	45	0.30606860158311344	0.016917019104564678	0.044854881266490766	0.0026687598116169543	0.0158311345646438	0.0010204081632653062	0.005277044854881266	0.00041109969167523125	0.0	0.0	0.0	0.0	0.0	0.0	0.002638522427440633	0.0002924831822170225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010554089709762533	0.0006618133686300463	0.0	0.0	44.6	0.45	157	67.38	9.0	11.8	9.2	7.25	16.0	7.18	9.0	4.857961229946524	22.27	2.5	4.81216557486631	257	39	1489	1516	17	352	497	20.7	0.05	1.4	157	156	155	352	351	350	111	178	0.6236	174	46	0.2644	25	21	0.84	1	0.09375	33	2	6	0.01705	2	8	0.02273	0.32
39	10	480	22	21.818181818181817	4.93	0.0374	31.09	0.04375	44	0.31875	0.022312964853434446	0.03125	0.002354788069073783	0.008333333333333333	0.0006802721088435374	0.0020833333333333333	0.00020554984583761563	0.00625	0.0006984866123399302	0.0	0.0	0.0020833333333333333	0.0002718129926610492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004166666666666667	8.924985496898568e-05	0.0	0.0	0.0020833333333333333	0.00016545334215751158	0.0020833333333333333	0.0008703220191470844	45.07	0.45	201	64.64	10.1	11.6	10.9	7.9	22.666666666666668	7.07	11.0	4.991705499704317	28.54	2.4	4.387786516853932	331	42	1908	1943	19	445	611	23.4	0.04	1.4	201	200	199	446	445	444	150	250	0.6	196	51	0.2602	46	31	0.6739	1	0.08744	39	2	19	0.0426	2	11	0.02466	0.24
40	7	215	15	14.333333333333334	7.69	0.0093	24.37	0.04186046511627907	23	0.3395348837209302	0.010646055126148461	0.046511627906976744	0.0015698587127158557	0.013953488372093023	0.0005102040816326531	0.004651162790697674	0.00020554984583761563	0.0	0.0	0.004651162790697674	0.00024378352023403217	0.0	0.0	0.004651162790697674	0.0002924831822170225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004651162790697674	0.0006056935190793458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004651162790697674	4.462492748449284e-05	0.0	0.0	0.004651162790697674	0.00016545334215751158	0.0	0.0	56.41	0.56	110	75.5	5.9	10.8	5.5	6.42	8.142857142857142	7.26	6.0	3.666052631578947	12.24	2.0	3.8358140350877195	140	27	806	833	15	190	273	12.7	0.08	1.4	110	109	108	195	194	193	73	109	0.6697	86	37	0.4302	18	13	0.7222	1	0.10769	21	1	4	0.02051	1	4	0.02051	0.22
41	2	44	3	14.666666666666666	7.32	0.0187	10.92	0.045454545454545456	2	0.6136363636363636	0.00393758203295902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022727272727272728	0.00016545334215751158	0.0	0.0	73.17	0.73	30	74.49	6.3	10.5	6.1	7.18	7.5	5.86	6.0	3.185512195121951	2.64	1.8	3.511773983739838	31	5	177	180	3	41	56	13.7	0.07	1.4	30	29	28	41	40	39	16	23	0.6957	18	14	0.7778	8	4	0.5	1	0.09756	4	1	1	0.02439	1	0	0.0	0.0
42	8	304	14	21.714285714285715	4.91	0.0561	24.37	0.07236842105263158	22	0.3256578947368421	0.014437800787516407	0.023026315789473683	0.001098901098901099	0.003289473684210526	0.00017006802721088434	0.003289473684210526	0.00020554984583761563	0.003289473684210526	0.00023282887077997672	0.0	0.0	0.0	0.0	0.003289473684210526	0.0002924831822170225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003289473684210526	4.462492748449284e-05	0.0	0.0	0.006578947368421052	0.00033090668431502316	0.0	0.0	46.32	0.46	132	74.83	8.2	9.5	9.5	6.96	11.6	6.73	7.0	4.568537370430987	17.64	2.1	3.104861647572286	211	16	1179	1201	13	282	370	21.7	0.05	1.3	132	131	130	285	284	283	84	138	0.6087	147	48	0.3265	39	25	0.641	1	0.07368	21	3	10	0.03509	3	11	0.0386	0.28
43	6	155	8	19.375	5.59	0.0187	23.53	0.03225806451612903	17	0.4129032258064516	0.009333527781828789	0.05161290322580645	0.0012558869701726845	0.0	0.0	0.01935483870967742	0.0006166495375128469	0.0064516129032258064	0.00023282887077997672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0064516129032258064	0.0008703220191470844	58.04	0.58	83	70.63	7.8	10.7	8.8	8.18	8.5	6.99	9.0	4.350785714285713	9.36	2.4	4.383642857142858	98	14	622	637	8	140	199	17.5	0.06	1.4	83	82	81	143	142	141	50	71	0.7042	72	33	0.4583	15	11	0.7333	1	0.09091	13	1	5	0.03497	1	2	0.01399	0.13
44	8	358	28	12.785714285714286	8.92	0.028	26.89	0.030726256983240222	14	0.2346368715083799	0.012250255213650285	0.008379888268156424	0.00047095761381475666	0.00558659217877095	0.0003401360544217687	0.0	0.0	0.0	0.0	0.002793296089385475	0.00024378352023403217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00558659217877095	0.00033090668431502316	0.002793296089385475	0.0008703220191470844	35.99	0.36	113	83.66	4.8	9.0	5.0	5.55	5.555555555555555	5.64	6.0	3.062539536741214	19.45	1.3	1.844895740149095	251	25	1279	1324	24	313	400	13.0	0.08	1.3	113	112	111	314	313	312	72	182	0.3956	132	41	0.3106	50	25	0.5	1	0.09236	29	1	3	0.00955	1	10	0.03185	0.2
45	8	371	20	18.55	6.13	0.0467	29.41	0.0431266846361186	28	0.3018867924528302	0.01633367361820038	0.02425876010781671	0.00141287284144427	0.0	0.0	0.005390835579514825	0.00041109969167523125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0026954177897574125	0.00031289111389236547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0026954177897574125	0.00016545334215751158	0.0026954177897574125	0.0008703220191470844	45.4	0.45	148	78.69	6.7	10.4	7.8	6.55	8.285714285714286	6.73	7.0	4.1091594202898545	20.4	1.8	3.0414259489302973	255	29	1340	1389	18	322	419	17.9	0.06	1.3	148	147	146	326	325	324	94	167	0.5629	159	54	0.3396	41	24	0.5854	1	0.07669	25	2	13	0.03988	2	1	0.00307	0.02
46	8	325	11	29.545454545454547	3.54	0.0467	24.37	0.04	24	0.24	0.011375236984103835	0.021538461538461538	0.001098901098901099	0.009230769230769232	0.0005102040816326531	0.003076923076923077	0.00020554984583761563	0.003076923076923077	0.00023282887077997672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.44	0.33	104	60.89	11.5	11.7	13.2	8.36	19.333333333333332	6.78	12.0	5.351435631482611	19.58	2.6	5.159600000000001	221	25	1302	1333	11	298	413	27.1	0.04	1.4	104	103	102	311	310	309	65	158	0.4114	153	39	0.2549	11	10	0.9091	1	0.05145	16	2	8	0.02572	2	15	0.04823	1.36
47	8	341	18	18.944444444444443	5.66	0.028	29.41	0.06158357771260997	28	0.36950146627565983	0.018375382820475426	0.02346041055718475	0.0012558869701726845	0.002932551319648094	0.00017006802721088434	0.005865102639296188	0.00041109969167523125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002932551319648094	0.00016545334215751158	0.0	0.0	50.94	0.51	162	78.08	7.0	10.2	7.8	6.73	6.5	6.82	7.0	4.210231922068189	19.54	1.9	3.3706708879730236	245	26	1301	1330	17	314	410	18.5	0.05	1.3	162	161	160	318	317	316	109	174	0.6264	144	53	0.3681	26	16	0.6154	1	0.09434	30	2	5	0.01572	2	7	0.02201	0.27
