id	overall_score	Ideas	Organization	Style	Conventions	total_words	total_sentences	words_div_sentences	sent_density	flesch_reading_ease	flesch_kincaid_grade	smog_index	automated_readability_index	coleman_liau_index	linsear_write_formula	dale_chall_readability_score	text_standard	spache_readability	reading_time	crawford	wiener_sachtextformel	monosyllabcount	polysyllabcount	letter_count	char_count	sentence_count	lexicon_count	syllable_count	ts_avg_len_sent	ts_avg_sent_per_word	ts_avg_syllab_per_word
19126	16	2	2	2	2	125	8	15.625	7.21	80.72	6.0	8.4	4.7	4.17	7.0	6.84	7.0	3.927109395109395	6.32	1.4	1.8362241956241951	89	6	416	430	7	111	139	15.9	0.06	1.3
19127	12	2	2	2	2	79	3	26.333333333333332	4.23	72.8	9.0	6.4	9.1	5.4	12.166666666666666	8.82	9.0	5.871774647887323	4.14	2.1	2.6037568075117368	52	1	274	282	3	71	92	23.7	0.04	1.3
19129	8	1	1	1	2	103	7	14.714285714285714	7.78	75.3	6.0	8.0	4.7	5.21	6.142857142857143	6.38	6.0	3.5118571428571426	5.52	1.7	2.8351587301587307	62	5	363	376	7	90	124	12.9	0.08	1.4
19130	13	2	2	2	1	99	1	99.0	1.02	14.31	35.6	0.0	43.0	2.7	50.0	9.79	36.0	15.183530612244896	4.7	1.9	13.565804081632653	88	1	318	320	1	98	110	98.0	0.01	1.1
19131	8	1	1	1	1	46	1	46.0	2.33	53.21	16.5	0.0	18.6	6.0	22.5	8.34	19.0	7.901999999999999	2.48	2.5	5.763204651162791	33	1	166	169	1	43	56	43.0	0.02	1.3
19132	13	2	2	2	2	138	4	34.5	3.01	71.52	11.6	6.0	13.8	5.93	25.5	6.95	6.0	5.915219924812028	7.7	1.7	3.6610917293233065	111	1	519	524	4	133	156	33.3	0.03	1.2
19134	11	2	1	2	2	148	4	37.0	2.86	69.79	12.2	8.1	13.7	4.6	13.0	8.08	13.0	6.572571428571429	7.68	2.0	4.4657857142857145	115	3	514	523	4	140	171	35.0	0.03	1.2
19135	9	1	1	1	2	55	3	18.333333333333332	5.77	87.76	5.3	3.1	5.1	4.06	7.666666666666666	7.53	8.0	4.275307692307692	2.89	1.4	1.1908256410256413	41	0	194	197	3	52	64	17.3	0.06	1.2
19136	19	2	3	3	2	213	20	10.65	12.35	85.08	4.3	8.0	5.8	6.19	5.875	8.5	6.0	3.797731922398589	10.86	1.4	1.6531996472663137	121	10	688	739	14	162	216	11.6	0.09	1.3
19137	22	3	3	2	3	250	16	15.625	6.93	88.57	5.0	7.2	4.1	3.19	17.0	6.23	5.0	3.6867121212121208	12.44	1.3	1.2965272727272725	190	7	828	847	14	231	279	16.5	0.06	1.2
19138	13	1	1	3	3	196	18	10.88888888888889	10.17	95.37	2.4	5.8	1.8	3.11	4.1	5.55	5.0	2.711375706214689	10.08	0.3	-0.007476836158192057	149	4	667	686	18	177	209	9.8	0.1	1.2
19139	11	0	1	2	3	219	10	21.9	5.03	75.34	8.0	9.4	10.0	7.83	14.0	7.0	10.0	4.776883071553228	12.44	2.2	4.005554508435137	138	11	827	847	9	191	256	21.2	0.05	1.3
19140	20	3	3	3	3	419	24	17.458333333333332	6.58	79.3	6.5	8.1	7.7	6.73	10.6	6.28	7.0	3.915955135773317	23.14	1.7	2.551397323888233	289	16	1521	1575	21	363	466	17.3	0.06	1.3
19141	18	2	3	2	3	138	9	15.333333333333334	7.14	89.28	4.7	6.6	4.3	3.88	7.833333333333334	6.05	7.0	3.674035714285714	7.02	1.4	0.8850666666666664	99	3	466	478	8	126	156	15.8	0.06	1.2
19143	12	0	2	3	2	168	11	15.272727272727273	7.8	64.54	10.1	8.8	12.1	8.71	18.0	7.27	9.0	5.006400709219857	9.58	2.5	3.698100709219858	95	6	625	652	6	141	195	23.5	0.04	1.4
19144	15	2	2	2	2	125	9	13.88888888888889	8.11	92.83	3.4	5.8	1.6	1.84	4.777777777777778	6.66	5.0	3.1978198198198196	5.83	0.6	-0.2996234234234234	98	2	383	397	9	111	128	12.3	0.08	1.2
19145	24	3	3	3	3	240	13	18.46153846153846	6.1	80.21	6.1	8.1	8.2	8.12	5.875	7.04	8.0	4.19899602744673	14.25	1.9	2.904789382448537	158	10	943	970	13	213	283	16.4	0.06	1.3
19146	24	3	3	3	3	296	22	13.454545454545455	8.3	82.85	5.1	8.0	4.4	4.75	8.333333333333334	5.83	6.0	3.242857774206508	15.47	1.4	1.6885389312977095	201	14	1022	1053	19	262	337	13.8	0.07	1.3
19147	15	2	2	2	2	93	8	11.625	9.64	94.76	2.6	6.6	2.3	3.34	4.5625	5.48	5.0	2.5091039156626502	4.79	0.3	-0.37933614457831366	73	3	316	326	8	83	96	10.4	0.1	1.2
19148	15	2	2	2	2	400	12	33.333333333333336	3.86	51.55	15.1	12.4	18.9	8.66	14.0	8.27	9.0	6.750939655172413	20.08	2.8	6.5219999999999985	216	21	1266	1367	8	290	399	36.3	0.03	1.4
19149	9	1	1	2	1	84	2	42.0	2.74	32.24	26.7	0.0	32.9	5.42	39.0	10.06	27.0	11.82711111111111	4.11	2.4	10.956733333333332	58	3	267	280	1	72	89	72.0	0.01	1.2
19150	17	2	2	3	2	312	26	12.0	9.74	91.21	4.0	6.3	4.8	4.81	3.166666666666667	6.29	5.0	3.454635551142006	15.89	1.2	0.6499433962264147	208	6	1035	1082	19	265	330	13.9	0.07	1.2
19151	12	1	2	2	2	102	5	20.4	5.68	91.45	6.0	3.1	6.9	3.14	11.25	6.52	7.0	4.331909090909091	4.76	1.2	0.6047636363636366	79	0	310	324	4	88	100	22.0	0.05	1.1
19152	18	2	2	3	3	281	16	17.5625	6.4	97.94	3.5	5.1	4.3	3.71	4.666666666666667	6.62	4.0	3.558125	13.94	0.8	-0.03838000000000008	219	2	918	949	16	250	283	15.6	0.06	1.1
19153	14	2	2	2	2	119	7	17.0	6.31	89.18	4.8	5.3	2.8	2.09	6.285714285714286	5.28	6.0	3.46224453024453	5.64	1.2	0.4382962676962676	91	1	376	384	7	111	133	15.9	0.06	1.2
19154	16	2	2	2	2	133	8	16.625	6.72	90.29	4.3	6.6	4.7	4.52	7.833333333333334	7.45	5.0	3.57468220338983	6.9	1.1	0.658657627118644	99	3	455	470	8	118	141	14.8	0.07	1.2
19155	12	2	2	1	2	147	15	9.8	12.93	88.47	5.0	5.3	3.7	1.51	12.75	6.37	5.0	3.694536945812808	6.08	1.0	0.10893251231527135	105	1	382	414	7	116	134	16.6	0.06	1.2
19156	8	0	1	2	2	106	7	15.142857142857142	7.61	72.97	6.9	9.7	7.2	7.18	7.916666666666666	8.73	7.0	4.489587912087911	5.96	2.0	4.161855677655678	65	8	393	406	6	91	125	15.2	0.07	1.4
19158	18	3	3	2	2	210	18	11.666666666666666	9.63	86.3	3.8	6.4	2.6	3.74	4.1	6.26	4.0	3.1316408199643493	10.99	0.9	1.3404714200831847	143	6	725	748	18	187	239	10.4	0.1	1.3
19159	16	3	2	2	2	430	32	13.4375	8.67	93.24	3.2	4.2	1.9	2.31	6.285714285714286	6.2	5.0	2.890254567706967	20.02	0.5	-1.1494418917737566	317	1	1302	1363	31	369	425	11.9	0.08	1.2
19160	19	2	3	2	3	175	11	15.909090909090908	7.28	90.19	4.4	6.3	5.0	4.34	6.571428571428571	6.5	5.0	3.2862087248322145	8.8	0.9	0.4154075167785227	128	3	570	599	10	149	173	14.9	0.07	1.2
19161	19	3	3	3	2	248	9	27.555555555555557	3.83	79.03	8.7	5.0	9.8	5.17	7.333333333333334	7.16	7.0	5.116801144492131	13.28	1.6	2.4007037672866005	192	1	891	904	9	233	275	25.9	0.04	1.2
19162	12	2	2	1	1	102	2	51.0	2.11	18.37	34.1	0.0	42.2	3.86	48.5	9.81	0.0	14.45895744680851	4.89	1.7	12.814246808510637	88	1	323	333	1	94	103	94.0	0.01	1.1
19163	14	2	2	2	1	132	6	22.0	5.13	85.52	6.2	7.2	7.0	4.93	7.666666666666666	8.11	8.0	4.470551282051282	6.8	1.4	1.5836905982905978	98	3	448	463	6	117	140	19.5	0.05	1.2
19164	17	2	2	2	3	157	14	11.214285714285714	10.29	94.66	2.7	4.7	3.0	3.98	4.1	6.01	5.0	2.7567239819004525	8.14	0.6	0.01688981900452502	109	1	533	554	13	136	165	10.5	0.1	1.2
19165	14	2	2	2	2	82	2	41.0	2.6	57.78	14.8	0.0	17.7	7.21	20.25	8.83	15.0	7.272694805194805	4.79	2.3	5.5380441558441555	60	2	317	326	2	77	98	38.5	0.03	1.3
19166	16	2	2	2	2	198	11	18.0	6.4	85.93	6.0	5.0	7.9	6.09	7.333333333333334	7.61	8.0	4.333666666666666	10.58	1.5	1.5436335917312656	138	1	694	720	9	172	210	19.1	0.05	1.2
19167	18	3	2	2	3	218	12	18.166666666666668	6.12	88.87	4.9	7.8	6.0	5.51	8.166666666666666	6.56	6.0	3.8277783505154637	11.72	1.3	1.8179120274914093	159	8	772	798	12	194	237	16.2	0.06	1.2
19168	16	2	2	2	2	100	5	20.0	6.02	96.93	3.9	5.7	4.6	3.01	7.5	6.93	7.0	3.4904433734939757	4.58	0.7	-0.11863662650602391	77	1	295	312	5	83	90	16.6	0.06	1.1
19169	19	2	3	2	3	151	7	21.571428571428573	4.9	84.61	6.5	8.0	6.2	3.83	7.666666666666666	5.75	8.0	4.080267732267732	7.77	1.6	2.083664135864136	117	5	521	529	7	143	174	20.4	0.05	1.2
19170	20	3	3	3	3	152	14	10.857142857142858	11.2	87.82	3.2	7.2	4.4	5.71	4.181818181818182	6.86	5.0	3.0611285714285716	8.33	0.8	1.9401771428571433	94	7	534	567	14	125	167	8.9	0.11	1.3
19171	6	0	1	1	1	72	8	9.0	12.7	86.4	3.8	5.5	3.2	4.15	4.416666666666667	6.44	4.0	3.2669677419354834	3.76	0.9	0.5687010752688173	47	1	245	256	6	62	79	10.3	0.1	1.3
19172	16	2	2	3	2	140	8	17.5	6.56	79.19	6.5	6.9	7.3	6.26	10.6	8.51	7.0	4.353805620608899	7.64	1.7	1.4042210772833719	93	3	502	520	7	122	157	17.4	0.06	1.3
19173	18	3	3	2	2	191	17	11.235294117647058	10.37	94.86	2.6	6.0	2.3	3.16	3.909090909090909	6.75	3.0	2.8086402439024387	9.5	0.4	-0.5516268292682924	141	4	620	647	16	164	193	10.3	0.1	1.2
19174	21	3	3	3	3	432	25	17.28	6.93	79.4	6.5	7.8	7.4	6.2	7.142857142857142	6.5	7.0	3.9298931539374746	22.78	1.8	2.2531257353911096	269	14	1479	1551	21	361	475	17.2	0.06	1.3
19175	17	2	2	2	3	127	12	10.583333333333334	10.62	102.41	1.8	4.9	1.0	1.55	4.666666666666667	5.32	5.0	2.6485571428571424	5.89	0.2	-0.967806428571429	101	1	386	401	10	112	125	11.2	0.09	1.1
19176	17	2	2	2	3	172	12	14.333333333333334	8.76	73.37	6.7	9.2	6.4	5.79	8.5	7.93	7.0	4.409884711779449	8.48	1.9	2.6162203842940683	97	10	542	577	9	133	183	14.8	0.07	1.4
19177	11	0	1	2	3	143	6	23.833333333333332	4.51	74.53	8.3	8.8	8.6	5.75	13.5	6.88	9.0	4.527363636363637	7.84	1.9	2.4078696969696973	107	6	524	534	6	132	167	22.0	0.05	1.3
19178	11	1	2	2	2	63	3	21.0	5.26	86.03	6.0	8.8	3.4	0.93	10.5	6.24	6.0	4.27238596491228	2.72	1.4	1.4767122807017543	48	3	179	185	3	57	69	19.0	0.05	1.2
19179	21	3	3	2	3	223	20	11.15	11.49	75.2	6.0	9.5	5.5	5.21	7.428571428571429	7.18	6.0	3.5879763313609465	10.75	2.0	2.6892508875739636	118	16	681	732	13	169	242	13.0	0.08	1.4
19180	14	2	2	2	2	43	3	14.333333333333334	7.32	91.41	3.9	6.4	2.2	2.49	6.166666666666667	6.24	6.0	3.8147804878048777	2.14	0.9	0.7520178861788618	34	1	144	146	3	41	49	13.7	0.07	1.2
19181	14	1	2	2	2	142	8	17.75	6.11	80.72	6.0	8.1	6.8	6.73	6.857142857142857	6.17	7.0	3.6868238188976377	8.04	1.6	2.162055905511811	96	6	532	547	8	127	164	15.9	0.06	1.3
19183	12	1	2	2	2	82	5	16.4	6.76	81.83	5.5	5.7	6.5	6.72	6.6	6.93	7.0	3.739313513513513	4.73	1.4	1.6649654054054048	56	1	314	322	5	74	93	14.8	0.07	1.3
19184	9	1	1	1	2	65	6	10.833333333333334	9.84	86.91	3.6	3.1	4.5	6.41	3.916666666666667	5.19	4.0	2.3712627118644063	3.88	0.8	0.8594723163841809	42	0	256	264	6	59	76	9.8	0.1	1.3
19185	16	2	2	2	2	171	8	21.375	5.13	79.64	8.4	8.3	10.4	5.81	10.6	8.53	11.0	5.1465263157894725	9.09	1.7	2.5234964912280695	128	5	598	619	6	152	183	25.3	0.04	1.2
19186	21	3	3	3	3	308	20	15.4	7.07	89.38	4.7	6.9	4.0	3.54	5.625	5.81	6.0	3.511663722025913	15.51	0.9	0.42032799371809926	250	8	1031	1056	18	283	326	15.7	0.06	1.2
19187	19	3	2	3	3	125	8	15.625	7.48	83.25	5.0	9.2	4.9	5.39	6.125	8.29	5.0	3.7697348130841117	6.57	1.4	2.3907392523364495	87	9	429	447	8	107	138	13.4	0.07	1.3
19188	16	2	2	2	2	251	17	14.764705882352942	7.69	99.77	2.8	4.6	3.3	3.36	7.5	7.18	3.0	3.253530825791855	12.31	0.5	-0.762608823529412	202	1	808	838	16	221	242	13.8	0.07	1.1
19189	10	1	1	2	2	148	14	10.571428571428571	10.77	94.35	2.8	6.0	0.9	1.6	5.5	5.02	6.0	2.6972692307692308	6.87	0.5	-0.11220512820512818	111	3	450	468	12	130	154	10.8	0.09	1.2
19190	20	3	3	3	3	415	34	12.205882352941176	10.37	92.22	3.6	4.3	4.6	4.28	5.375	7.06	5.0	3.3263546749226003	19.68	0.9	-0.27375432817337453	267	1	1251	1340	25	323	388	12.9	0.08	1.2
19191	14	2	2	2	2	118	9	13.11111111111111	8.49	83.66	4.8	8.1	4.0	4.34	6.0	6.1	6.0	3.333538461538461	6.13	1.3	1.8320615384615393	82	6	403	417	8	104	133	13.0	0.08	1.3
19192	23	3	3	3	3	185	15	12.333333333333334	10.64	87.42	3.4	7.0	4.5	5.3	3.583333333333333	7.26	5.0	3.015	9.3	0.8	0.9140333333333328	107	7	588	633	15	140	183	9.3	0.11	1.3
19193	17	2	2	2	3	214	17	12.588235294117647	9.5	93.24	3.2	6.4	2.2	2.42	6.714285714285714	6.09	7.0	2.99534606741573	9.8	0.6	0.062252734082397065	154	5	632	667	15	178	207	11.9	0.08	1.2
19194	16	2	2	2	2	181	11	16.454545454545453	7.05	87.76	5.3	8.2	5.9	4.52	8.333333333333334	6.82	6.0	3.944538461538461	9.09	1.3	1.3303769230769236	130	7	594	619	9	156	189	17.3	0.06	1.2
19195	24	3	3	3	3	308	19	16.210526315789473	7.17	86.44	5.8	6.9	7.1	5.22	7.666666666666666	7.34	8.0	4.126646688560481	15.59	1.4	1.520783032293377	220	6	1012	1061	14	261	312	18.6	0.05	1.2
19196	19	3	3	2	3	245	11	22.272727272727273	5.31	84.3	6.6	7.6	7.8	4.88	10.6	6.65	7.0	4.588617874396135	12.16	1.7	1.8719820289855074	164	6	790	828	10	207	256	20.7	0.05	1.2
19197	24	3	3	3	3	470	25	18.8	6.14	76.96	7.4	8.2	8.8	6.73	10.4	7.07	7.0	4.370457142857143	24.99	1.9	2.5839312244897967	295	16	1622	1701	20	392	507	19.6	0.05	1.3
19198	21	3	3	3	3	233	14	16.642857142857142	6.73	80.72	6.0	8.4	6.1	5.8	11.6	6.48	6.0	3.790434039390561	12.65	1.6	1.995599331103679	159	11	835	861	13	207	266	15.9	0.06	1.3
19199	17	2	2	2	3	251	18	13.944444444444445	7.96	92.53	3.5	6.4	3.5	4.1	6.428571428571429	6.36	4.0	3.2942890855457225	13.1	0.9	0.5967667649950834	182	6	867	892	18	226	276	12.6	0.08	1.2
19200	19	3	3	2	3	215	11	19.545454545454547	5.47	82.78	7.2	7.4	8.5	5.46	10.8	6.63	7.0	4.445333333333332	11.74	1.7	2.4914055555555557	162	5	783	799	9	200	245	22.2	0.05	1.2
19201	24	3	3	3	3	278	14	19.857142857142858	6.73	67.59	8.9	8.5	12.7	9.98	10.8	8.27	9.0	5.1558414634146335	15.23	2.6	3.7012829268292684	128	9	963	1037	10	205	295	20.5	0.05	1.4
19202	24	3	3	3	3	302	24	12.583333333333334	9.23	92.12	3.6	7.6	3.7	3.87	5.75	6.65	4.0	3.267384615384615	15.12	1.1	1.0470615384615383	210	12	987	1029	20	260	323	13.0	0.08	1.2
19203	14	1	2	2	2	106	9	11.777777777777779	9.78	83.66	4.8	8.8	4.1	4.45	6.5	7.75	5.0	3.995076923076923	5.42	1.5	2.3029956043956044	69	7	355	369	7	91	120	13.0	0.08	1.3
19204	15	2	2	2	2	132	11	12.0	9.65	86.3	3.8	7.7	3.3	4.38	4.7	6.92	4.0	3.1300972886762355	6.95	1.0	1.3707824561403514	87	7	455	473	11	114	148	10.4	0.1	1.3
19205	24	3	3	3	3	247	20	12.35	9.17	85.18	4.2	7.1	4.0	5.08	4.6	7.03	5.0	3.324679381941091	13.41	1.1	1.092115596330275	169	9	884	913	19	218	278	11.5	0.09	1.3
19206	16	2	2	2	2	175	14	12.5	9.15	94.25	2.8	6.9	3.5	4.62	5.0	6.25	5.0	3.105383458646616	9.21	0.7	0.48709060150375905	124	6	605	627	14	152	187	10.9	0.09	1.2
19207	22	3	3	3	3	273	15	18.2	6.98	77.37	7.2	8.3	9.7	7.6	8.166666666666666	7.58	8.0	4.644110297285652	14.19	2.1	2.538550710900474	151	9	906	966	11	211	283	19.2	0.05	1.3
19208	19	3	2	2	3	173	13	13.307692307692308	8.78	97.13	3.8	5.8	4.4	3.07	6.428571428571429	6.58	7.0	3.6806396396396392	8.11	1.0	-0.07940780780780843	132	2	527	552	9	148	170	16.4	0.06	1.1
19209	17	2	2	2	3	268	20	13.4	8.2	93.54	3.1	7.3	2.9	3.75	4.4	5.89	4.0	3.041220140515222	14.07	0.8	0.7078686963309906	203	11	934	958	21	244	298	11.6	0.09	1.2
19210	23	3	3	3	3	271	8	33.875	3.12	61.97	15.2	9.3	16.8	3.73	10.8	7.11	17.0	7.291718749999999	13.51	2.0	4.902538541666665	219	7	888	920	6	256	305	42.7	0.02	1.2
19211	19	3	3	2	3	369	34	10.852941176470589	12.06	82.65	5.2	6.0	6.2	5.68	5.625	7.16	6.0	3.7615055555555554	17.98	1.3	0.9231030824372755	214	5	1134	1224	20	279	351	14.0	0.07	1.3
19212	17	2	2	3	3	346	26	13.307692307692308	8.5	91.82	3.8	6.5	3.0	2.89	6.571428571428571	6.52	7.0	3.329110477548111	16.89	0.8	0.12533214540270787	260	8	1108	1150	23	305	361	13.3	0.08	1.2
19213	12	0	2	2	3	121	10	12.1	10.31	74.59	6.2	8.4	6.9	7.13	7.0	5.81	7.0	3.386255639097744	6.38	2.0	2.5621428571428577	69	6	409	434	7	95	134	13.6	0.07	1.4
19214	15	2	2	2	2	250	13	19.23076923076923	5.58	87.15	5.6	8.1	6.6	5.45	6.714285714285714	6.29	6.0	3.809072301089468	13.85	1.5	1.7610517662594907	188	10	926	943	13	233	288	17.9	0.06	1.2
19215	22	3	3	3	3	461	21	21.952380952380953	5.1	83.39	7.0	6.1	7.5	4.35	7.666666666666666	6.36	7.0	4.238216944801026	23.25	1.5	1.190341463414633	342	5	1530	1583	19	410	488	21.6	0.05	1.2
19216	14	0	2	2	3	150	12	12.5	9.23	85.89	4.0	8.8	2.7	3.75	6.375	6.12	4.0	3.0941923076923072	7.61	1.2	2.7013333333333325	100	12	498	518	12	130	172	10.8	0.09	1.3
19217	16	2	2	2	2	220	10	22.0	5.18	85.83	6.1	7.6	6.3	4.24	10.6	6.97	7.0	4.262866666666666	10.86	1.4	1.4473233333333329	163	6	712	739	10	192	230	19.2	0.05	1.2
19219	11	1	2	1	2	46	3	15.333333333333334	7.32	91.41	3.9	7.8	2.4	2.37	6.5	6.63	7.0	3.6050243902439023	2.17	0.9	0.827871544715447	35	2	143	148	3	41	49	13.7	0.07	1.2
19220	10	2	2	1	1	121	1	121.0	0.91	-6.34	41.5	0.0	51.7	5.65	50.0	11.1	42.0	16.97445454545454	6.21	2.5	16.552727272727275	84	0	412	423	1	110	136	110.0	0.01	1.2
19221	8	1	1	1	1	60	2	30.0	4.55	66.07	9.5	0.0	9.3	4.88	11.0	11.55	9.0	6.677363636363635	2.7	2.5	0.9429454545454545	29	0	168	184	2	44	61	22.0	0.05	1.4
19222	17	2	2	2	3	302	18	16.77777777777778	6.9	90.6	4.2	6.9	4.3	3.94	6.285714285714286	6.11	7.0	3.4436532567049807	15.01	1.2	0.9028865900383143	210	8	981	1022	18	261	322	14.5	0.07	1.2
19223	20	3	3	3	3	245	13	18.846153846153847	6.31	84.41	6.6	7.6	7.9	4.99	8.166666666666666	7.11	8.0	4.411561165048543	12.21	1.6	1.756553009708738	170	6	792	831	10	206	254	20.6	0.05	1.2
19224	13	2	2	2	2	160	4	40.0	2.61	67.25	13.2	7.2	14.3	3.73	17.333333333333332	7.81	8.0	6.699833333333332	7.95	1.8	3.511466666666667	126	2	528	541	4	150	176	37.5	0.03	1.2
19225	10	1	1	2	2	134	5	26.8	4.0	88.4	7.1	3.1	7.2	2.45	12.5	6.01	7.0	4.570399999999999	6.29	1.3	1.1537199999999999	110	0	419	428	5	125	140	25.0	0.04	1.1
19226	14	2	2	2	2	103	7	14.714285714285714	8.24	79.8	6.3	8.8	6.0	4.58	8.6	6.35	9.0	4.1292285714285715	4.99	1.8	1.7114600000000006	71	5	321	340	5	84	111	16.8	0.06	1.3
19227	23	3	3	3	3	294	15	19.6	5.66	95.91	4.3	5.2	4.4	2.78	7.5	6.24	5.0	3.744084848484848	14.03	1.1	0.2254093939393944	228	2	926	955	15	264	303	17.6	0.06	1.1
19228	12	2	2	2	2	96	5	19.2	5.75	74.73	8.3	7.2	8.7	5.8	11.375	7.98	8.0	4.795405172413792	5.21	1.9	2.2904505747126436	68	2	346	355	4	87	111	21.8	0.05	1.3
19229	23	3	3	3	3	356	25	14.24	8.36	91.21	4.0	6.4	4.0	3.82	6.428571428571429	7.15	4.0	3.3839224349533628	16.82	1.0	0.5472063819342172	244	7	1088	1145	21	291	347	13.9	0.07	1.2
19230	13	2	2	2	2	141	15	9.4	13.76	103.73	1.3	4.9	0.9	0.9	4.555555555555555	6.3	1.0	2.4728790658882396	5.89	0.1	-1.3567321100917433	101	1	369	401	11	109	124	9.9	0.1	1.1
19231	11	2	2	1	2	107	2	53.5	2.02	13.29	36.0	0.0	44.9	4.09	49.5	10.46	36.0	15.145474747474745	5.19	1.8	13.688204040404038	88	0	345	353	1	99	110	99.0	0.01	1.1
19232	17	2	3	2	2	194	7	27.714285714285715	4.12	80.85	8.0	6.2	9.1	4.94	13.0	7.54	8.0	4.955568892645816	9.71	1.7	2.254762637362637	142	2	638	661	7	169	205	24.1	0.04	1.2
19233	18	2	2	2	3	228	23	9.91304347826087	13.29	92.73	3.4	3.1	3.8	3.41	5.25	5.16	4.0	2.9293340214698596	10.27	1.0	0.04429347646573101	140	0	644	699	14	173	213	12.4	0.08	1.2
19234	17	3	2	2	2	236	16	14.75	8.08	92.83	3.4	6.6	2.6	2.77	3.333333333333333	6.01	3.0	3.1425751903553296	11.0	0.7	0.38354847715736007	167	6	712	749	16	197	234	12.3	0.08	1.2
19236	16	2	2	2	2	276	12	23.0	4.8	82.27	7.4	8.0	7.5	4.07	17.666666666666668	6.34	8.0	4.456345454545454	13.71	1.5	1.8083999999999998	216	8	907	933	11	250	294	22.7	0.04	1.2
19237	23	3	3	3	3	204	17	12.0	9.6	92.63	3.4	6.9	3.4	3.58	10.6	6.96	4.0	3.2895	10.14	0.8	0.6326	146	6	656	690	14	175	210	12.5	0.08	1.2
19238	20	3	3	2	3	249	22	11.318181818181818	11.28	86.5	3.7	6.3	3.0	3.34	4.666666666666667	6.43	4.0	3.1624548677392963	11.62	0.8	-0.10846528497409391	150	6	735	791	19	193	247	10.2	0.1	1.3
19239	19	3	3	2	3	260	22	11.818181818181818	9.57	91.71	3.8	5.5	3.9	4.23	4.666666666666667	6.31	4.0	3.446725490196078	13.22	1.0	0.5477102167182673	182	3	868	900	17	228	277	13.4	0.07	1.2
19240	16	2	2	2	3	243	12	20.25	5.38	84.71	6.5	7.3	6.3	3.83	10.6	6.27	7.0	4.005974724826743	12.21	1.4	1.6010125560538113	193	6	811	831	11	223	263	20.3	0.05	1.2
19241	16	2	2	2	2	303	25	12.12	9.84	83.96	4.7	7.2	5.1	5.55	4.0	6.88	6.0	3.510014960629921	15.98	1.3	1.5809596850393692	192	10	1039	1088	20	254	330	12.7	0.08	1.3
19242	17	2	3	2	2	231	9	25.666666666666668	4.81	68.17	12.8	8.2	15.8	5.18	17.666666666666668	8.04	8.0	6.7045180327868845	10.8	2.0	4.245011803278688	151	4	689	735	5	183	223	36.6	0.03	1.2
19243	24	3	3	3	3	355	23	15.434782608695652	7.52	82.75	5.2	7.2	5.6	5.97	7.666666666666666	6.65	6.0	3.727632798573975	19.2	1.4	1.531580392156863	236	11	1258	1307	22	306	390	13.9	0.07	1.3
19244	19	2	3	3	3	199	24	8.291666666666666	13.79	97.6	1.5	5.8	0.5	1.87	3.0	5.83	2.0	2.449373813093453	9.84	-0.5	-0.6246358820589704	151	5	645	670	23	174	202	7.6	0.13	1.2
19245	16	2	2	2	2	116	5	23.2	4.63	74.93	8.2	9.9	8.7	6.09	14.0	7.05	9.0	4.6808962962962966	6.51	2.0	3.4283718518518516	86	7	435	443	5	108	139	21.6	0.05	1.3
19246	15	2	2	2	2	125	2	62.5	1.74	-10.4	43.0	0.0	53.2	5.13	55.0	11.78	43.0	17.59194736842105	6.29	2.4	17.133607017543852	98	5	417	428	1	114	139	114.0	0.01	1.2
19247	13	1	2	2	2	124	8	15.5	6.9	90.6	4.2	6.0	5.8	6.31	6.428571428571429	5.72	6.0	3.402465517241379	7.23	1.1	1.4975896551724142	93	2	484	492	8	116	141	14.5	0.07	1.2
19248	21	3	3	3	3	292	16	18.25	5.9	87.05	5.6	7.8	5.8	4.29	6.428571428571429	5.93	6.0	3.8547777777777776	15.29	1.5	1.627933333333334	220	10	1018	1041	15	270	331	18.0	0.06	1.2
19249	15	1	2	2	3	136	6	22.666666666666668	4.69	83.7	6.9	7.2	8.3	5.8	13.25	6.54	7.0	4.3173125	7.59	1.3	1.9565427083333327	110	3	509	517	6	128	149	21.3	0.05	1.2
19250	23	3	3	3	3	287	23	12.478260869565217	9.13	94.15	2.9	7.1	1.7	2.36	5.0	6.19	5.0	3.0322822636300892	13.84	0.7	0.6076447204968942	211	11	905	942	23	252	306	11.0	0.09	1.2
19251	11	2	2	1	2	156	14	11.142857142857142	10.29	103.12	1.5	5.4	-0.4	-0.09	4.2	5.43	5.0	2.440547511312217	6.73	0.0	-1.5134042986425338	127	2	438	458	13	136	149	10.5	0.1	1.1
19253	16	2	2	2	2	130	6	21.666666666666668	5.56	83.59	6.9	6.7	7.6	4.06	10.2	8.09	7.0	4.820885981308411	6.11	1.5	1.4663510280373826	88	2	394	416	5	107	129	21.4	0.05	1.2
19254	10	0	2	2	2	149	11	13.545454545454545	8.66	85.18	4.2	7.7	4.7	5.66	4.0	7.56	6.0	3.6180901932712954	8.08	1.3	2.2041401574803148	92	7	528	550	11	127	169	11.5	0.09	1.3
19255	15	2	2	3	2	124	14	8.857142857142858	16.28	86.1	3.9	3.1	3.4	2.82	4.75	7.32	4.0	3.1465367647058824	5.17	0.9	-0.07449999999999957	69	0	312	352	8	85	109	10.6	0.09	1.3
