id	Writing_Applications	Language_Conventions	total_words	total_sentences	words_div_sentences	sent_density	flesch_reading_ease	flesch_kincaid_grade	smog_index	automated_readability_index	coleman_liau_index	linsear_write_formula	dale_chall_readability_score	text_standard	spache_readability	reading_time	crawford	wiener_sachtextformel	monosyllabcount	polysyllabcount	letter_count	char_count	sentence_count	lexicon_count	syllable_count	ts_avg_len_sent	ts_avg_sent_per_word	ts_avg_syllab_per_word
4480	4	4	454	18	25.22222222222222	4.31	59.06	12.2	11.8	14.6	9.18	11.6	7.06	12.0	5.618669312169311	27.24	2.8	5.5032151675485	288	32	1805	1854	14	405	575	28.9	0.03	1.4
4481	3	3	477	22	21.681818181818183	5.09	64.54	10.1	11.0	10.9	7.72	7.2857142857142865	6.52	11.0	4.7624290780141845	27.24	2.4	3.913892671394798	324	34	1800	1854	18	423	574	23.5	0.04	1.4
4482	3	3	162	9	18.0	6.16	-67.25	58.7	0.0	72.2	9.25	11.8	13.01	59.0	21.99572413793103	9.55	3.7	25.373137931034485	109	14	633	650	1	145	214	145.0	0.01	1.5
4483	3	3	513	32	16.03125	6.99	62.48	8.8	8.8	7.6	6.73	8.166666666666666	6.61	9.0	4.125405312176612	28.47	2.6	2.3653428078647805	349	26	1868	1938	26	446	651	17.2	0.06	1.5
4484	4	3	459	27	17.0	6.34	61.77	9.1	9.3	8.4	7.48	6.375	6.48	9.0	4.220564373153229	26.84	2.6	3.5337259181089076	295	27	1779	1827	23	412	598	17.9	0.06	1.5
4485	3	3	675	21	32.142857142857146	3.43	56.56	15.2	9.4	18.1	6.74	13.25	7.43	7.0	6.94643355704698	36.52	2.3	5.1557119910514535	476	18	2407	2486	15	596	758	39.7	0.03	1.3
4486	4	4	411	20	20.55	5.26	73.0	8.9	10.3	11.3	8.25	8.833333333333334	6.31	9.0	4.63281914893617	24.56	2.3	3.914173404255319	291	25	1637	1672	16	376	507	23.5	0.04	1.3
4487	3	3	590	29	20.344827586206897	5.3	81.67	7.7	8.3	9.4	6.04	7.666666666666666	5.85	8.0	4.387281839527164	32.07	1.8	2.1925740263946247	456	19	2131	2183	23	537	669	23.3	0.04	1.2
4488	3	4	329	16	20.5625	5.28	73.61	8.7	8.6	10.2	7.26	10.6	6.94	9.0	4.879207537429014	18.76	2.2	3.0301210118740314	231	12	1246	1277	13	298	395	22.9	0.04	1.3
4489	4	4	469	26	18.03846153846154	5.96	68.5	8.6	10.3	9.7	8.47	7.0	5.93	9.0	4.120111685298459	28.6	2.4	3.710275174013921	328	35	1914	1947	22	431	603	19.6	0.05	1.4
4490	3	3	294	19	15.473684210526315	7.54	-52.36	50.9	0.0	62.5	10.93	6.625	12.15	51.0	19.168868852459013	17.44	4.2	22.86913770491803	160	27	1138	1187	2	244	388	122.0	0.01	1.6
4491	4	4	387	14	27.642857142857142	3.97	56.52	13.2	12.9	16.5	10.05	15.5	9.13	16.0	6.731997364953886	23.97	3.0	6.576188405797101	250	32	1590	1632	11	345	495	31.4	0.03	1.4
4492	3	4	263	18	14.61111111111111	7.41	70.94	7.6	9.0	8.9	8.58	4.888888888888889	7.11	9.0	4.372438352104327	16.32	2.3	2.9984567871962065	182	15	1087	1111	14	241	340	17.2	0.06	1.4
4493	4	4	565	21	26.904761904761905	4.25	57.95	12.6	11.6	15.3	9.01	11.2	7.56	13.0	5.982749999999999	32.54	2.7	5.308562500000002	357	35	2128	2215	16	480	662	30.0	0.03	1.4
4494	4	4	393	23	17.08695652173913	6.57	79.19	6.5	8.5	6.7	5.62	6.714285714285714	5.77	7.0	3.7066756484149854	21.05	1.7	1.8387153890489922	289	18	1387	1433	20	347	442	17.4	0.06	1.3
4495	4	4	306	12	25.5	4.53	34.63	17.4	13.5	19.6	10.28	11.8	7.99	17.0	6.971033745781776	18.14	3.6	7.281656467941506	184	23	1180	1235	7	254	395	36.3	0.03	1.6
4496	4	4	467	18	25.944444444444443	4.17	65.9	11.6	9.0	13.9	7.5	10.4	6.41	8.0	5.562450819672131	26.72	2.3	3.8571058548009374	343	15	1779	1819	14	427	554	30.5	0.03	1.3
4497	4	4	568	31	18.322580645161292	6.05	77.57	7.2	9.1	8.7	7.25	8.333333333333334	5.79	9.0	4.009887723387724	31.86	2.0	2.6673822843822848	385	28	2096	2169	26	495	659	19.0	0.05	1.3
4498	4	3	546	26	21.0	5.22	73.92	8.6	9.3	10.6	7.9	11.2	7.23	11.0	4.859642935377876	32.13	2.0	3.0645389558232927	400	26	2137	2187	22	498	646	22.6	0.04	1.3
4499	4	3	614	25	24.56	4.52	69.45	10.3	10.5	12.5	7.38	7.0	6.97	7.0	5.420768181818181	34.45	2.3	4.030557625231911	415	33	2264	2345	20	539	713	27.0	0.04	1.3
4500	2	1	149	4	37.25	2.9	26.82	26.7	0.0	31.3	5.94	25.0	10.03	27.0	11.253507246376811	7.86	2.4	8.664191304347826	120	0	524	535	2	138	173	69.0	0.01	1.3
4501	4	4	427	22	19.40909090909091	5.82	-290.55	144.5	0.0	183.2	10.42	6.75	23.95	145.0	53.22290410958904	25.18	3.8	61.90075342465752	266	31	1651	1714	1	365	539	365.0	0.0	1.5
4502	3	4	400	20	20.0	5.9	-254.68	132.8	0.0	168.3	8.62	7.428571428571429	22.6	133.0	49.260313609467445	21.83	3.4	56.20475384615384	264	23	1422	1486	1	338	473	338.0	0.0	1.4
4503	4	4	878	46	19.08695652173913	5.64	68.5	8.6	10.1	9.9	8.65	6.125	6.14	9.0	4.143980353993066	53.82	2.5	4.118039012225535	589	61	3588	3664	41	802	1135	19.6	0.05	1.4
4504	3	3	349	17	20.529411764705884	5.35	67.18	9.1	9.6	10.6	8.65	8.833333333333334	7.24	9.0	4.858752866242037	21.12	2.2	3.589543779193205	234	19	1404	1438	15	314	424	20.9	0.05	1.4
4505	3	4	335	18	18.61111111111111	5.83	85.73	6.1	5.6	5.3	3.19	7.5	5.82	6.0	3.8403796521035596	16.42	1.2	0.7547943365695797	272	3	1092	1118	16	309	359	19.3	0.05	1.2
4506	3	4	311	10	31.1	3.51	52.26	14.8	13.8	18.9	10.46	11.8	7.95	15.0	6.827739035087719	19.96	3.1	7.4860263157894735	206	28	1333	1359	8	285	412	35.6	0.03	1.4
4507	2	2	143	6	23.833333333333332	4.48	-96.88	34.8	10.1	15.5	8.14	11.0	6.71	11.0	5.950730769230768	8.39	11.6	4.880923076923077	106	6	557	571	4	130	415	32.5	0.03	3.2
4508	4	4	456	18	25.333333333333332	4.4	-323.7	159.3	0.0	202.7	9.49	11.8	25.99	0.0	58.91110837438423	26.75	3.5	67.93066305418718	313	26	1771	1821	1	406	573	406.0	0.0	1.4
4509	3	2	155	5	31.0	3.4	31.73	26.8	0.0	33.8	6.87	18.333333333333332	8.43	27.0	11.417362068965517	8.56	2.4	10.124310344827586	123	5	574	583	2	145	180	72.5	0.01	1.2
4510	4	3	429	16	26.8125	3.93	63.06	12.7	11.9	16.2	8.66	19.0	7.19	9.0	6.1523126566416035	26.06	2.6	5.597933834586465	316	28	1743	1774	12	399	536	33.3	0.03	1.3
4511	5	4	545	28	19.464285714285715	5.61	-87.55	66.5	25.0	82.8	10.06	7.2857142857142865	13.96	67.0	24.990060606060602	33.55	3.6	28.832676767676766	352	44	2232	2284	3	495	725	165.0	0.01	1.5
4512	4	4	258	12	21.5	5.17	56.49	11.1	11.8	12.3	9.58	10.333333333333334	8.34	12.0	5.622506926406926	15.94	2.9	5.7932507359307355	160	23	1059	1085	10	231	340	23.1	0.04	1.5
4513	4	4	500	26	19.23076923076923	5.79	67.69	8.9	10.3	9.6	7.72	11.8	6.73	10.0	4.516522727272727	29.17	2.3	3.4338401785714296	349	35	1933	1986	22	448	618	20.4	0.05	1.4
4514	4	4	554	26	21.307692307692307	5.09	55.37	11.5	12.3	12.7	9.52	7.7142857142857135	7.13	12.0	5.337907381420152	34.89	2.9	5.765389484516794	357	54	2326	2375	21	509	744	24.2	0.04	1.5
4515	3	4	269	16	16.8125	6.58	71.75	7.3	9.6	7.5	6.96	8.833333333333334	6.52	7.0	4.046667186525265	14.85	2.1	2.8780802245789148	178	18	969	1011	14	229	317	16.4	0.06	1.4
4516	3	3	280	13	21.53846153846154	4.89	50.09	13.6	11.6	15.8	10.69	8.5	6.88	14.0	5.834440251572326	18.6	3.1	5.966903563941299	181	20	1250	1266	9	265	390	29.4	0.03	1.5
4517	3	3	302	17	17.764705882352942	6.14	66.88	9.2	10.0	11.4	9.57	6.0	6.92	10.0	4.798480490523968	19.14	2.6	4.292175919732442	202	19	1277	1303	13	276	394	21.2	0.05	1.4
4518	3	3	330	16	20.625	5.42	-201.56	114.4	0.0	146.8	9.6	55.0	21.71	0.0	43.34606122448979	19.46	3.1	48.862174149659864	223	15	1288	1325	1	294	392	294.0	0.0	1.3
4519	3	4	467	26	17.96153846153846	6.47	61.97	9.0	10.3	8.9	7.71	8.142857142857142	6.83	9.0	4.304887006309885	26.09	2.6	3.468906426735219	284	35	1697	1776	22	389	567	17.7	0.06	1.5
4520	4	4	387	16	24.1875	4.68	45.9	13.1	12.6	13.8	9.81	10.5	7.63	13.0	5.4453189493433385	23.17	3.7	6.160017542213884	228	36	1514	1577	13	328	528	25.2	0.04	1.6
4521	4	3	548	28	19.571428571428573	5.49	71.07	9.7	9.5	11.3	7.26	10.8	6.73	10.0	5.131423622047244	31.76	2.3	3.6966044094488186	391	25	2122	2162	20	508	679	25.4	0.04	1.3
4522	3	2	262	10	26.2	4.05	-19.54	46.5	0.0	58.6	6.35	26.0	11.86	47.0	18.811268292682925	14.23	2.5	18.690478048780488	206	4	952	969	2	246	306	123.0	0.01	1.2
4523	4	4	459	26	17.653846153846153	6.34	61.16	9.3	11.3	9.9	9.17	8.714285714285714	6.73	9.0	4.334969287469287	28.04	2.7	4.983015724815724	295	45	1856	1909	22	407	600	18.5	0.05	1.5
4524	3	3	362	22	16.454545454545453	6.77	80.21	6.1	7.5	7.6	7.19	8.0	6.52	8.0	3.6780863697705803	20.26	1.5	1.5636448717948719	257	11	1332	1379	19	312	394	16.4	0.06	1.3
4525	3	3	236	12	19.666666666666668	5.5	75.34	8.0	8.8	8.8	6.21	10.8	6.33	9.0	4.4366905660377345	12.96	2.0	2.872187169811321	169	10	858	882	10	212	275	21.2	0.05	1.3
4526	3	3	316	10	31.6	3.45	39.68	19.6	14.3	23.9	9.24	19.333333333333332	8.76	20.0	8.532694444444443	19.13	3.0	8.224940277777776	216	23	1273	1302	6	288	402	48.0	0.02	1.4
4527	4	4	752	33	22.78787878787879	4.8	64.34	10.2	9.8	10.8	7.49	11.0	7.08	11.0	5.134103448275862	43.61	2.3	3.9552514434643147	527	40	2905	2969	29	688	929	23.7	0.04	1.4
4528	4	4	392	22	17.818181818181817	6.55	70.53	7.8	10.1	9.8	8.99	7.142857142857142	7.54	8.0	4.5535597226599425	23.37	2.5	4.162283832335329	233	28	1530	1591	19	334	479	17.6	0.06	1.4
4529	3	2	404	12	33.666666666666664	3.19	-118.34	76.2	0.0	90.5	6.12	29.0	14.98	76.0	27.80386096256684	21.52	4.2	29.272683422459895	316	11	1432	1465	2	374	588	187.0	0.01	1.6
4530	3	1	431	2	215.5	0.48	-103.28	78.7	0.0	101.0	8.15	57.0	15.87	79.0	30.52593552311435	25.22	2.5	32.91360243309003	337	16	1696	1717	2	411	505	205.5	0.0	1.2
4531	4	3	391	20	19.55	6.25	61.6	11.2	10.9	13.0	7.72	8.5	7.79	8.0	5.513276813880125	20.95	2.5	4.085872975814931	248	22	1350	1426	12	317	434	26.4	0.04	1.4
4532	4	4	416	19	21.894736842105264	5.29	-276.0	140.9	0.0	178.4	8.27	13.5	22.85	141.0	52.032930362116986	22.71	3.3	58.99785013927576	268	17	1489	1546	1	359	496	359.0	0.0	1.4
4533	3	3	322	5	64.4	1.61	-213.07	116.8	0.0	149.3	11.05	29.5	20.44	117.0	43.52677441077441	20.61	3.6	49.99966262626261	222	22	1376	1403	1	297	426	297.0	0.0	1.4
4534	4	4	849	25	33.96	3.21	59.5	14.1	10.1	16.5	6.8	13.75	6.59	7.0	6.507538717427462	47.13	2.4	5.044119004497013	604	31	3132	3208	21	773	999	36.8	0.03	1.3
4535	2	2	362	12	30.166666666666668	3.55	-70.12	63.9	0.0	80.7	7.8	13.75	13.24	14.0	24.582436170212763	20.42	2.9	26.25991671732523	263	8	1356	1390	2	329	430	164.5	0.01	1.3
4536	3	3	486	21	23.142857142857142	5.22	17.27	17.9	12.2	14.9	9.0	11.8	8.31	12.0	6.093780316660668	27.48	5.1	5.609941489744513	281	35	1779	1871	14	397	748	28.4	0.04	1.9
4537	4	4	491	28	17.535714285714285	6.33	52.8	10.5	11.2	11.6	11.08	5.0	7.83	11.0	4.794348853941823	31.36	3.2	5.458962257169288	279	46	2067	2135	23	423	670	18.4	0.05	1.6
4538	4	3	470	29	16.20689655172414	6.86	79.19	6.5	8.2	8.2	7.42	8.166666666666666	6.73	7.0	4.11381504796163	27.18	1.9	2.3767906474820144	330	19	1797	1850	24	417	550	17.4	0.06	1.3
4539	4	3	429	17	25.235294117647058	4.53	59.47	12.0	12.1	13.1	7.09	14.0	7.05	14.0	5.720605017623885	23.47	2.8	4.802210284055566	277	32	1538	1598	13	371	522	28.5	0.04	1.4
4540	5	4	494	22	22.454545454545453	5.25	56.39	11.2	11.9	13.3	10.33	8.833333333333334	7.97	12.0	5.446027577937649	30.06	3.2	5.286740047961631	278	42	1965	2046	18	417	635	23.2	0.04	1.5
4541	5	4	771	27	28.555555555555557	3.96	58.86	12.3	12.8	14.6	8.83	11.0	7.91	13.0	6.178630110317975	44.8	2.8	5.668265412070083	500	66	2945	3050	23	670	942	29.1	0.03	1.4
4542	4	4	581	26	22.346153846153847	4.88	58.66	12.4	12.2	14.6	9.06	14.5	7.42	15.0	5.789393939393939	35.24	2.8	5.811843939393938	391	45	2343	2399	18	528	749	29.3	0.03	1.4
4543	4	4	509	23	22.130434782608695	4.86	63.32	10.6	11.4	12.4	8.94	6.75	7.08	12.0	5.278384098544233	31.48	2.8	4.874	342	40	2103	2143	19	470	676	24.7	0.04	1.4
4544	3	3	470	14	33.57142857142857	3.47	38.86	20.0	7.6	23.1	7.16	12.75	7.72	8.0	8.330185897435896	24.46	2.9	6.105307692307692	312	5	1583	1665	8	390	532	48.8	0.02	1.4
4545	4	3	410	20	20.5	5.63	74.42	8.4	9.4	11.2	8.3	8.333333333333334	6.83	9.0	4.736026129943502	23.8	2.2	3.1822378531073445	272	19	1561	1620	16	354	474	22.1	0.05	1.3
4546	5	4	467	21	22.238095238095237	5.02	55.07	11.7	12.7	14.1	10.97	13.0	8.37	13.0	5.844409648751586	30.23	3.3	6.492960332910142	276	48	2009	2058	17	417	638	24.5	0.04	1.5
4547	2	1	95	3	31.666666666666668	3.19	75.58	10.0	9.7	12.0	5.82	16.0	6.17	10.0	5.36590909090909	5.16	1.9	3.485783333333333	74	4	341	351	3	88	108	29.3	0.03	1.2
4548	2	2	321	5	64.2	1.59	-46.44	56.9	0.0	73.5	8.38	52.0	12.74	13.0	22.234887959866217	18.85	2.6	22.8709652173913	249	6	1262	1283	2	299	373	149.5	0.01	1.2
4549	3	3	496	26	19.076923076923077	5.83	76.56	7.6	9.0	8.6	6.67	8.0	6.24	9.0	4.289445372088229	27.56	2.2	2.6480058956916093	347	23	1820	1876	22	441	593	20.0	0.05	1.3
4550	3	4	239	13	18.384615384615383	6.1	68.7	8.5	9.6	10.0	8.82	6.857142857142857	6.45	9.0	4.174906530089629	14.47	2.4	3.3860741784037547	155	14	959	985	11	213	297	19.4	0.05	1.4
4551	3	3	364	21	17.333333333333332	6.58	70.67	9.8	8.8	11.7	7.03	13.75	7.62	8.0	5.202790322580645	19.58	2.2	2.8216236559139776	253	12	1282	1333	12	310	406	25.8	0.04	1.3
4552	3	4	441	22	20.045454545454547	5.46	73.0	8.9	8.5	10.0	6.74	14.0	6.98	7.0	4.90273890608875	24.56	2.0	2.64918210231461	324	15	1630	1672	17	399	512	23.5	0.04	1.3
4553	4	4	526	36	14.61111111111111	7.68	64.61	8.0	10.0	7.3	7.59	6.625	6.62	8.0	3.9759447399323062	30.95	2.4	3.169054762727084	338	45	2048	2107	31	467	680	15.1	0.07	1.5
4554	4	4	302	16	18.875	6.04	57.71	10.7	13.0	11.9	9.34	8.571428571428571	7.3	12.0	4.97563783269962	18.3	2.9	5.590873510773131	190	36	1207	1246	12	263	391	21.9	0.05	1.5
4555	3	3	170	8	21.25	5.1	48.27	14.3	12.7	16.1	9.82	12.0	8.32	15.0	6.230507692307691	10.68	3.1	5.9529220512820515	121	14	713	727	5	156	229	31.2	0.03	1.5
4556	4	3	322	15	21.466666666666665	5.24	62.21	11.0	10.6	13.3	9.06	11.2	7.47	11.0	5.508941101152368	19.35	2.9	4.156659154929578	209	19	1276	1317	11	284	410	25.8	0.04	1.4
4557	4	4	397	19	20.894736842105264	5.16	53.44	12.3	12.0	13.3	9.17	12.0	6.87	12.0	5.277055425448868	24.69	3.1	5.5483534738485565	265	34	1650	1681	14	366	547	26.1	0.04	1.5
4558	4	4	366	20	18.3	6.1	57.81	10.6	12.0	12.6	10.56	10.333333333333334	7.13	11.0	5.017387155963302	23.61	3.2	5.625005871559633	225	36	1568	1607	15	327	505	21.8	0.05	1.5
4559	4	4	651	22	29.59090909090909	3.67	56.32	13.3	12.4	15.7	9.12	11.4	7.36	13.0	6.208964912280701	40.02	2.9	5.8948833333333335	435	50	2672	2724	19	600	852	31.6	0.03	1.4
4560	2	2	47	3	15.666666666666666	6.67	81.93	5.5	8.8	5.5	5.73	7.333333333333334	7.95	6.0	3.6888181818181813	2.69	1.3	1.4002212121212119	36	3	179	183	3	44	55	14.7	0.07	1.3
4561	3	3	329	10	32.9	3.21	52.8	16.7	10.6	20.1	7.39	18.0	8.02	17.0	7.726244360902255	18.8	2.7	6.446092669172933	236	12	1245	1280	7	304	407	43.4	0.02	1.3
4562	5	4	605	30	20.166666666666668	5.7	58.72	10.3	12.0	11.5	9.52	15.75	7.3	10.0	4.788060842911877	36.67	2.9	5.236806498084291	373	60	2411	2496	25	522	777	20.9	0.05	1.5
4563	3	4	295	16	18.4375	6.04	57.71	10.7	12.0	12.1	9.81	10.166666666666666	6.64	10.0	4.6813412547528515	18.51	3.1	5.9150560202788345	182	29	1228	1260	12	263	398	21.9	0.05	1.5
4564	3	3	528	29	18.20689655172414	6.02	69.01	8.4	9.7	9.6	8.53	8.666666666666666	6.53	9.0	4.290568535564853	32.01	2.3	3.4263409874476993	367	33	2127	2179	25	478	658	19.1	0.05	1.4
4565	3	4	472	23	20.52173913043478	5.29	62.61	10.8	11.2	12.5	8.59	8.666666666666666	6.72	9.0	5.218355119825707	28.59	2.6	4.906416503267973	320	34	1906	1946	17	432	600	25.4	0.04	1.4
4566	3	3	393	27	14.555555555555555	7.8	81.02	5.8	8.8	7.2	7.19	8.166666666666666	6.34	6.0	3.56384879406308	22.34	1.9	2.2898466472303203	266	22	1466	1521	22	343	462	15.6	0.06	1.3
4567	5	4	501	26	19.26923076923077	6.18	-142.19	85.4	0.0	107.4	12.16	8.666666666666666	17.87	13.0	32.13327672209026	30.98	4.4	37.59340285035629	277	53	2028	2109	2	421	675	210.5	0.0	1.6
4568	4	4	399	19	21.0	5.07	64.64	10.1	11.1	11.0	8.13	8.833333333333334	7.25	11.0	5.054661096256684	24.19	2.7	4.4609737967914445	274	31	1621	1647	16	374	534	23.4	0.04	1.4
4569	3	4	380	25	15.2	7.51	71.95	7.2	9.6	7.4	6.9	5.555555555555555	6.54	7.0	3.7817846749226005	20.93	2.1	3.150852755417956	249	26	1363	1425	20	323	448	16.2	0.06	1.4
4570	2	2	395	19	20.789473684210527	5.31	79.33	8.6	7.7	9.8	5.11	17.666666666666668	6.94	7.0	4.8769736632083	20.57	1.9	2.033922745411014	306	9	1363	1400	14	358	445	25.6	0.04	1.2
4571	3	3	484	18	26.88888888888889	4.12	56.73	13.1	10.0	15.7	9.12	14.5	6.74	10.0	5.830603301732593	29.26	2.7	5.179795161817587	320	20	1945	1992	14	437	600	31.2	0.03	1.4
4572	1	2	68	6	11.333333333333334	9.52	24.45	25.5	0.0	32.1	10.29	5.7	9.77	26.0	10.677555555555555	4.33	3.3	10.767488888888888	46	2	290	295	1	63	91	63.0	0.02	1.4
4573	3	3	319	17	18.764705882352942	5.72	67.49	9.0	10.0	8.8	6.62	10.166666666666666	7.56	9.0	4.84443253968254	17.89	2.3	3.008535912698413	226	20	1187	1218	14	288	393	20.6	0.05	1.4
4574	4	4	573	29	19.75862068965517	5.79	65.76	9.6	10.2	10.1	7.14	7.142857142857142	7.32	10.0	4.927209647495362	31.19	2.5	3.6022448979591832	362	34	2039	2123	22	490	687	22.3	0.04	1.4
4575	4	3	431	27	15.962962962962964	6.75	79.3	6.5	8.5	8.5	8.12	4.8	6.13	9.0	3.922656664111269	26.34	1.9	2.6539896834957837	310	20	1759	1793	23	397	526	17.3	0.06	1.3
4576	4	4	799	28	28.535714285714285	3.94	48.77	14.1	13.4	16.9	10.86	12.6	7.78	14.0	6.258828862164661	50.61	3.2	6.652823620104842	489	75	3349	3445	23	705	1049	30.7	0.03	1.5
4577	5	4	1030	40	25.75	4.37	70.87	9.7	10.7	11.9	7.32	13.25	6.4	7.0	4.979941837872273	57.36	2.2	3.8872654817646115	710	61	3756	3905	35	897	1177	25.6	0.04	1.3
4578	4	3	361	21	17.19047619047619	6.6	75.34	8.0	8.4	9.2	6.62	10.8	5.93	9.0	4.233860377358489	19.88	2.2	2.1851431446540888	247	13	1309	1353	15	318	429	21.2	0.05	1.3
4579	4	4	597	29	20.586206896551722	5.43	55.58	11.5	12.5	12.7	9.52	8.833333333333334	6.41	13.0	4.918298688977057	36.43	3.0	5.731888804554081	382	59	2410	2480	22	527	777	24.0	0.04	1.5
4580	2	2	140	6	23.333333333333332	4.44	62.85	12.8	9.5	14.2	6.28	10.6	7.18	14.0	5.947574626865672	7.89	2.3	4.506125373134328	110	5	530	537	4	134	172	33.5	0.03	1.3
4581	4	3	506	23	22.0	5.12	73.61	8.7	9.3	10.6	7.38	8.166666666666666	6.51	9.0	4.705771607918879	27.94	2.1	2.9573045871559627	341	22	1830	1902	19	436	572	22.9	0.04	1.3
4582	3	3	218	10	21.8	5.0	67.83	10.9	7.4	11.9	6.1	6.571428571428571	7.11	7.0	5.383571428571429	11.88	2.1	2.7913928571428563	163	4	796	809	7	200	256	28.6	0.04	1.3
4583	3	3	381	19	20.05263157894737	5.54	75.13	8.1	9.5	8.9	6.27	8.666666666666666	6.91	9.0	4.5066761695906425	20.95	2.0	3.0501280701754383	272	20	1387	1426	16	342	444	21.4	0.05	1.3
4584	4	4	697	31	22.483870967741936	4.84	57.95	12.6	11.9	14.9	8.89	11.6	7.51	12.0	5.96995238095238	41.84	2.7	5.41952380952381	472	49	2779	2848	21	630	874	30.0	0.03	1.4
4585	3	3	439	25	17.56	6.87	46.81	12.8	13.3	16.1	12.54	21.0	7.35	13.0	5.199168067226891	26.85	3.5	7.1698949579831925	211	44	1731	1828	14	340	541	24.3	0.04	1.6
4586	4	4	537	30	17.9	6.41	-391.03	183.1	0.0	232.6	10.42	8.333333333333334	28.86	0.0	67.22679310344827	31.91	3.9	78.34948534482758	317	34	2099	2172	1	464	696	464.0	0.0	1.5
4587	2	3	263	11	23.90909090909091	4.64	64.34	10.2	11.4	12.0	9.0	16.0	6.74	12.0	4.97901223628692	15.98	2.7	4.919285569620253	170	21	1062	1088	10	237	335	23.7	0.04	1.4
4588	4	4	774	35	22.114285714285714	5.1	-610.27	267.3	0.0	340.9	10.94	12.8	39.78	13.0	97.73076470588235	47.4	3.9	114.81907352941177	483	58	3132	3227	1	680	1021	680.0	0.0	1.5
4589	4	4	335	16	20.9375	5.18	62.41	10.9	9.9	11.5	7.26	10.4	7.12	12.0	5.37067996742671	19.26	2.4	3.7872238870792607	239	17	1283	1311	12	307	415	25.6	0.04	1.4
4590	2	3	136	1	136.0	0.72	-31.04	48.9	0.0	62.3	8.79	56.0	11.26	49.0	18.741507936507933	8.15	2.7	20.34489841269841	99	7	540	555	1	126	162	126.0	0.01	1.3
4591	3	3	683	21	32.523809523809526	3.27	56.15	15.4	12.6	17.8	6.81	28.0	6.46	7.0	6.72435085669782	38.31	2.7	6.52662585669782	521	44	2566	2608	16	642	865	40.1	0.02	1.3
4592	4	4	351	18	19.5	5.73	74.93	8.2	9.8	9.2	6.27	7.142857142857142	5.96	10.0	4.336200567644276	18.73	2.1	2.874888552507096	242	19	1226	1275	14	302	400	21.6	0.05	1.3
4593	3	3	328	11	29.818181818181817	3.59	2.29	31.9	16.8	37.3	8.67	14.5	9.24	32.0	12.271905228758168	19.52	3.5	13.466551633986926	225	23	1307	1329	4	306	449	76.5	0.01	1.5
4594	3	2	672	18	37.333333333333336	2.91	19.17	27.5	16.3	33.7	9.31	29.0	9.95	10.0	11.52282844733985	40.35	3.3	11.87652754252624	448	48	2688	2747	9	614	884	68.2	0.01	1.4
4595	3	3	250	7	35.714285714285715	2.89	48.54	18.3	12.0	22.6	8.08	13.5	7.19	12.0	7.984213445378151	15.0	2.4	6.974266218487395	194	12	1005	1021	5	238	304	47.6	0.02	1.3
4596	3	3	234	14	16.714285714285715	6.73	82.24	5.4	8.2	6.5	6.55	6.857142857142857	7.1	7.0	3.676292466240227	12.99	1.5	1.514419758351102	157	11	847	884	14	201	258	14.4	0.07	1.3
4597	3	3	312	14	22.285714285714285	4.83	60.21	13.8	9.5	15.3	5.87	8.166666666666666	8.32	8.0	6.765842993079584	16.82	2.3	4.319113840830449	245	10	1123	1145	8	289	368	36.1	0.03	1.3
4598	4	4	251	13	19.307692307692307	5.8	55.68	11.4	11.0	12.4	8.94	12.4	7.1	11.0	5.0873333333333335	14.68	3.0	4.177082687338501	154	17	960	999	9	215	320	23.9	0.04	1.5
4599	3	3	217	11	19.727272727272727	5.82	65.46	9.7	10.4	10.8	7.55	10.333333333333334	6.59	10.0	4.789345994475138	11.77	2.4	3.828397237569062	141	13	765	801	8	181	247	22.6	0.04	1.4
4600	4	3	433	22	19.681818181818183	5.45	57.4	10.8	11.8	12.7	10.62	10.833333333333334	8.29	11.0	5.434333333333333	28.76	3.0	6.061630555555555	273	41	1923	1958	18	400	600	22.2	0.05	1.5
4601	3	3	919	37	24.83783783783784	4.51	5.71	34.8	14.6	43.8	8.15	11.6	9.67	35.0	14.019201320132012	51.19	3.0	14.519594444444444	614	36	3379	3485	9	808	1088	89.8	0.01	1.3
4602	4	4	654	37	17.675675675675677	6.36	61.87	9.1	11.1	10.6	9.97	6.25	7.64	10.0	4.650240203590192	41.07	2.8	4.933921584938704	405	62	2712	2796	32	571	858	17.8	0.06	1.5
4603	3	2	238	5	47.6	2.2	-24.28	44.2	0.0	55.3	9.6	28.5	11.13	0.0	17.07108108108108	14.7	3.1	17.713929729729724	182	13	983	1001	2	222	305	111.0	0.01	1.4
4604	4	4	451	24	18.791666666666668	5.93	67.89	8.8	10.8	10.5	8.94	7.142857142857142	6.87	9.0	4.666407920792079	27.5	2.6	4.254568712871286	298	36	1827	1872	20	404	575	20.2	0.05	1.4
4605	3	3	381	23	16.565217391304348	6.55	77.37	7.2	6.9	6.4	4.59	8.166666666666666	6.78	7.0	4.195576107899807	19.68	2.0	1.1232330122029537	291	8	1305	1340	18	346	457	19.2	0.05	1.3
4606	3	3	413	13	31.76923076923077	3.23	24.72	29.5	13.3	36.4	5.94	14.0	8.89	14.0	12.510974307304785	22.43	2.4	11.842770680100756	329	16	1509	1527	5	397	495	79.4	0.01	1.2
4607	3	3	192	14	13.714285714285714	8.05	65.32	7.7	9.1	8.2	9.16	5.333333333333333	6.72	8.0	3.86596965317919	12.1	2.7	3.288588053949904	123	13	806	824	12	173	266	14.4	0.07	1.5
